timestamp,node_id,gateway_id,frequency_MHz,RSSI_dBm,SNR_dB,packet_size_bytes,transmission_status,payload_crc
2025-06-01 00:23:00,Node-D,GW-1,865.5,-65.97927852782156,20.0,20,Success,True
2025-06-01 00:24:00,Node-D,GW-1,865.7,-99.93930836268035,4.025679580162475,128,Success,True
2025-06-01 00:25:00,Node-B,GW-3,865.7,-67.8166268441462,11.901186928055514,64,Success,True
2025-06-01 00:26:00,Node-B,GW-1,865.7,-105.15038452535006,6.426098103041637,20,Success,True
2025-06-01 00:27:00,Node-B,GW-2,865.1,-79.71797288478072,4.560972939035492,128,Success,True
2025-06-01 00:28:00,Node-D,GW-1,865.5,-58.08092645255584,2.22650837223319,128,Success,True
2025-06-01 00:29:00,Node-D,GW-2,865.5,-73.19342060468456,5.990500523578902,64,Success,True
2025-06-01 00:30:00,Node-A,GW-3,865.7,-76.26941064679363,9.370129850185382,128,Fail,True
2025-06-01 00:31:00,Node-A,GW-1,865.1,-59.98054033197027,5.935442550431781,64,Success,False
2025-06-01 00:32:00,Node-D,GW-3,865.1,-87.03062898001144,2.4577109236461627,64,Fail,True
2025-06-01 00:33:00,Node-B,GW-1,865.5,-75.66032577534952,6.616418635255862,64,Fail,True
2025-06-01 00:34:00,Node-B,GW-2,865.1,-74.21882902526107,4.854179315381553,32,Success,True
2025-06-01 00:35:00,Node-A,GW-3,865.1,-85.22402134227026,6.345839309954487,128,Success,True
2025-06-01 00:36:00,Node-D,GW-1,865.1,-84.3411017949598,3.935577949447339,64,Success,True
2025-06-01 00:37:00,Node-A,GW-2,865.3,-85.4377943322334,3.865114177216364,20,Success,True
2025-06-01 00:38:00,Node-A,GW-3,865.7,-79.12685025991436,3.7466606077046607,32,Success,True
2025-06-01 00:39:00,Node-C,GW-3,865.5,-74.53308394228686,7.826714454492085,32,Success,True
2025-06-01 00:40:00,Node-C,GW-1,865.5,-78.76769727085338,3.895324174276726,128,Success,True
2025-06-01 00:41:00,Node-C,GW-1,865.3,-72.90538182570144,3.6208078058773188,64,Success,True
2025-06-01 00:42:00,Node-B,GW-1,865.7,-99.69147285973548,2.1738022953129006,128,Success,True
2025-06-01 00:43:00,Node-D,GW-2,865.5,-82.18251163742836,6.362041405150302,32,Success,True
2025-06-01 00:44:00,Node-D,GW-1,865.1,-90.23419310350646,5.935105406393656,64,Success,True
2025-06-01 00:45:00,Node-D,GW-3,865.5,-76.98277487317101,3.6536953265341072,20,Success,False
2025-06-01 00:46:00,Node-D,GW-3,865.1,-77.13082571327676,2.871863877326417,64,Success,True
2025-06-01 00:47:00,Node-C,GW-1,865.3,-81.15622114957455,10.628520239683136,32,Success,True
2025-06-01 00:48:00,Node-B,GW-1,865.1,-74.89720989467929,-0.6413291653745139,20,Success,True
2025-06-01 00:49:00,Node-B,GW-3,865.5,-70.02187281735972,6.479516009605163,64,Success,True
2025-06-01 00:50:00,Node-C,GW-2,865.5,-80.60520522306308,8.874210644648024,20,Success,True
2025-06-01 00:51:00,Node-B,GW-1,865.5,-90.51694888099702,-5.1604412844649,20,Success,True
2025-06-01 00:52:00,Node-C,GW-1,865.3,-95.81257570919482,7.382420180228538,32,Success,True
2025-06-01 00:53:00,Node-D,GW-3,865.3,-79.63889824669872,4.339236195511735,20,Success,True
2025-06-01 00:54:00,Node-C,GW-1,865.7,-77.58133298486459,5.768164592849778,128,Success,True
2025-06-01 00:55:00,Node-D,GW-2,865.5,-89.6952388951998,4.03028610643373,32,Success,True
2025-06-01 00:56:00,Node-D,GW-3,865.1,-72.74233176836967,8.226180336938231,128,Success,True
2025-06-01 00:57:00,Node-A,GW-1,865.3,-84.58956885824574,6.0893580250140715,20,Success,True
2025-06-01 00:58:00,Node-C,GW-3,865.5,-96.5643286517115,5.395159668602948,128,Success,True
2025-06-01 00:59:00,Node-A,GW-1,865.5,-67.4356365765481,2.303418179124221,64,Fail,True
2025-06-01 01:00:00,Node-C,GW-1,865.3,-68.56012080797836,10.646876701502565,20,Success,True
2025-06-01 01:01:00,Node-C,GW-1,865.7,-100.15599436663098,5.029793059199813,64,Success,True
2025-06-01 01:02:00,Node-A,GW-2,865.3,-85.62600281653692,11.869417392381376,128,Success,True
2025-06-01 01:03:00,Node-A,GW-2,865.3,-86.01583681414276,10.782708155534586,64,Success,True
2025-06-01 01:04:00,Node-C,GW-3,865.1,-30.0,-0.3350529017961428,20,Success,True
2025-06-01 01:05:00,Node-B,GW-1,865.1,-80.99292710041657,3.0351621175919297,64,Success,True
2025-06-01 01:06:00,Node-D,GW-1,865.7,-94.95878198055418,1.8891469820751743,128,Success,True
2025-06-01 01:07:00,Node-A,GW-2,865.5,-71.17895217759121,4.855381755538812,128,Success,True
2025-06-01 01:08:00,Node-D,GW-1,865.3,-92.3077554576608,5.561492061458486,128,Success,True
2025-06-01 01:09:00,Node-B,GW-2,865.7,-82.60340490721761,5.689779403680291,20,Success,True
2025-06-01 01:10:00,Node-B,GW-1,865.1,-87.69768877880877,8.162386028056936,128,Success,True
2025-06-01 01:11:00,Node-B,GW-3,865.3,-85.6045509827994,9.480748307926609,20,Success,True
2025-06-01 01:12:00,Node-A,GW-1,865.5,-70.62741910436061,7.902463247715916,64,Success,True
2025-06-01 01:13:00,Node-B,GW-1,865.1,-64.78669838667834,3.31719435732876,128,Success,True
2025-06-01 01:14:00,Node-A,GW-2,865.1,-92.74368746379379,2.6539284046776817,64,Success,True
2025-06-01 01:15:00,Node-B,GW-1,865.1,-73.73923574492183,5.008285507651809,32,Success,True
2025-06-01 01:16:00,Node-D,GW-1,865.7,-87.32753629689996,6.278358579213984,64,Success,True
2025-06-01 01:17:00,Node-D,GW-2,865.5,-87.01671910024075,4.450425962848634,32,Success,True
2025-06-01 01:18:00,Node-C,GW-3,865.3,-75.09363778577286,0.963545491243333,64,Success,True
2025-06-01 01:19:00,Node-D,GW-3,865.7,-90.27902765713695,7.046178525730402,20,Success,True
2025-06-01 01:20:00,Node-C,GW-2,865.7,-75.29397399224955,3.82305569379829,64,Success,True
2025-06-01 01:21:00,Node-D,GW-2,865.7,-72.69886643490265,3.7324617967338702,20,Success,True
2025-06-01 01:22:00,Node-A,GW-2,865.1,-84.32532261699018,4.836161977825721,20,Success,True
2025-06-01 01:23:00,Node-D,GW-2,865.5,-66.72921897986333,4.280303248759517,128,Success,True
2025-06-01 01:24:00,Node-C,GW-2,865.7,-92.72824612061507,3.900496833463696,20,Success,True
2025-06-01 01:25:00,Node-C,GW-3,865.3,-66.54593809388328,1.1596240792004315,32,Success,True
2025-06-01 01:26:00,Node-B,GW-3,865.5,-99.43987429485134,4.663257599145023,128,Success,True
2025-06-01 01:27:00,Node-A,GW-2,865.3,-53.00285859580491,7.108861375720603,128,Success,True
2025-06-01 01:28:00,Node-D,GW-1,865.5,-84.06202238621833,5.7939320153638665,64,Fail,True
2025-06-01 01:29:00,Node-B,GW-2,865.3,-91.62307156387618,7.844364317301935,20,Success,True
2025-06-01 01:30:00,Node-D,GW-1,865.1,-82.32671908519998,2.8143649330399794,20,Success,True
2025-06-01 01:31:00,Node-D,GW-2,865.7,-90.46477942624429,1.1658245626465953,32,Success,True
2025-06-01 01:32:00,Node-B,GW-2,865.3,-76.13034701145457,4.2624500630660105,64,Success,True
2025-06-01 01:33:00,Node-B,GW-3,865.5,-66.32342668529853,3.157290144353909,64,Success,True
2025-06-01 01:34:00,Node-B,GW-1,865.7,-89.93456226056678,3.468995050376756,128,Success,True
2025-06-01 01:35:00,Node-B,GW-1,865.7,-74.20600760825997,5.635249154243382,128,Success,True
2025-06-01 01:36:00,Node-B,GW-3,865.5,-95.3273536889576,3.4907583826860336,128,Success,True
2025-06-01 01:37:00,Node-D,GW-3,865.3,-69.67045266771387,1.2497945323808173,32,Success,True
2025-06-01 01:38:00,Node-B,GW-3,865.1,-75.83763633072405,3.3230158163540056,32,Success,True
2025-06-01 01:39:00,Node-A,GW-3,865.1,-69.2381667866968,6.020178100582404,128,Success,True
2025-06-01 01:40:00,Node-C,GW-1,865.3,-81.22346902641105,7.014441803020752,64,Success,True
2025-06-01 01:41:00,Node-B,GW-1,865.7,-84.35156597854751,6.984268352250041,32,Success,True
2025-06-01 01:42:00,Node-B,GW-2,865.7,-71.83882563942667,6.2734192827437285,64,Success,True
2025-06-01 01:43:00,Node-D,GW-2,865.7,-93.08048521558419,4.495719602104267,64,Success,True
2025-06-01 01:44:00,Node-B,GW-3,865.7,-97.42824331733576,6.214742296877389,20,Success,True
2025-06-01 01:45:00,Node-B,GW-3,865.3,-80.04961984040038,4.872993025405289,128,Success,True
2025-06-01 01:46:00,Node-B,GW-3,865.7,-83.89596606858792,5.339288413460713,20,Success,True
2025-06-01 01:47:00,Node-D,GW-2,865.5,-74.46166668218454,2.1820197864021806,128,Success,True
2025-06-01 01:48:00,Node-B,GW-2,865.7,-69.08448575686003,5.131624891282146,128,Success,True
2025-06-01 01:49:00,Node-C,GW-2,865.1,-74.66985920848862,6.135998702754235,64,Success,False
2025-06-01 01:50:00,Node-D,GW-2,865.7,-69.88096688173255,6.023381940319126,128,Success,True
2025-06-01 01:51:00,Node-C,GW-2,865.3,-76.78947666667835,1.137442921822104,64,Success,True
2025-06-01 01:52:00,Node-D,GW-2,865.1,-75.05404251678901,5.2887823292101475,64,Success,True
2025-06-01 01:53:00,Node-B,GW-2,865.3,-81.1665720983227,0.6683312676082602,128,Success,True
2025-06-01 01:54:00,Node-C,GW-3,865.3,-75.34954538984817,5.5210299384155785,64,Success,True
2025-06-01 01:55:00,Node-D,GW-3,865.1,-78.33347171436486,2.8959884251918577,64,Success,True
2025-06-01 01:56:00,Node-A,GW-3,865.3,-76.74823203470936,10.116928827576334,64,Success,True
2025-06-01 01:57:00,Node-B,GW-3,865.3,-81.6672403308684,5.35772998788767,32,Fail,True
2025-06-01 01:58:00,Node-D,GW-2,865.7,-71.91070799528703,7.403492059471768,64,Success,True
2025-06-01 01:59:00,Node-A,GW-1,865.5,-87.10452549834952,11.332617911072841,32,Success,True
2025-06-01 02:00:00,Node-D,GW-2,865.3,-80.18349020904107,2.547794566733837,32,Fail,True
2025-06-01 02:01:00,Node-A,GW-1,865.3,-66.88216099792425,6.307024732717734,64,Success,True
2025-06-01 02:02:00,Node-B,GW-3,865.3,-89.48721822921125,1.4422669723014616,64,Fail,True
2025-06-01 02:03:00,Node-C,GW-2,865.7,-101.61845461752631,6.034691024749758,32,Fail,True
2025-06-01 02:04:00,Node-A,GW-3,865.5,-76.33542833702028,10.297127799351209,32,Success,True
2025-06-01 02:05:00,Node-D,GW-2,865.1,-82.56954490353499,3.1163503566746322,64,Success,True
2025-06-01 02:06:00,Node-B,GW-3,865.7,-69.89137759628161,2.3421370601162117,64,Success,False
2025-06-01 02:07:00,Node-A,GW-1,865.7,-81.30515079896993,4.72647729944431,128,Success,True
2025-06-01 02:08:00,Node-D,GW-1,865.5,-86.04339071563312,11.137451864264857,32,Success,True
2025-06-01 02:09:00,Node-D,GW-1,865.5,-80.75817395818213,7.313116759859765,32,Success,True
2025-06-01 02:10:00,Node-D,GW-2,865.7,-69.06931413386789,2.2852560438319687,128,Success,True
2025-06-01 02:11:00,Node-A,GW-1,865.1,-74.24630372807624,9.365181747445307,32,Success,True
2025-06-01 02:12:00,Node-A,GW-2,865.7,-104.33902256548035,0.034811023000440144,20,Fail,True
2025-06-01 02:13:00,Node-A,GW-1,865.5,-78.14232507913229,11.409677386408175,32,Success,True
2025-06-01 02:14:00,Node-C,GW-1,865.1,-77.64237867598595,7.569352040045477,128,Success,True
2025-06-01 02:15:00,Node-A,GW-2,865.5,-80.18249965200519,10.290672320020153,20,Success,True
2025-06-01 02:16:00,Node-A,GW-2,865.1,-86.1088989156859,0.05660567484789425,64,Success,True
2025-06-01 02:17:00,Node-A,GW-1,865.3,-68.05468125493556,5.5083254925790595,128,Success,True
2025-06-01 02:18:00,Node-C,GW-2,865.5,-67.55966051865138,4.598333220302853,128,Success,True
2025-06-01 02:19:00,Node-A,GW-1,865.5,-102.03160460825862,1.979061579660077,64,Fail,True
2025-06-01 02:20:00,Node-D,GW-2,865.7,-87.97959477741445,1.1119291392458237,128,Success,True
2025-06-01 02:21:00,Node-A,GW-3,865.5,-81.4473065128572,6.521243776278647,32,Success,True
2025-06-01 02:22:00,Node-D,GW-3,865.5,-70.5149179628333,6.793195124340872,64,Success,False
2025-06-01 02:23:00,Node-D,GW-3,865.3,-79.65147123608234,8.899922140177258,128,Fail,True
2025-06-01 02:24:00,Node-D,GW-3,865.5,-86.83593800164924,3.4897368400195075,64,Success,True
2025-06-01 02:25:00,Node-C,GW-3,865.3,-72.90466422692626,4.57517056953257,64,Success,True
2025-06-01 02:26:00,Node-C,GW-1,865.3,-82.11336085550992,0.8526202251617248,64,Success,True
2025-06-01 02:27:00,Node-C,GW-3,865.3,-30.0,9.622357435984247,20,Success,True
2025-06-01 02:28:00,Node-A,GW-3,865.3,-80.27158433404077,5.208644263271729,128,Success,True
2025-06-01 02:29:00,Node-D,GW-3,865.1,-74.25691559161515,7.167765504860316,20,Success,True
2025-06-01 02:30:00,Node-C,GW-3,865.7,-83.08549601673788,7.273716188333036,128,Success,True
2025-06-01 02:31:00,Node-C,GW-2,865.1,-73.13053507352778,9.377321471905933,32,Success,True
2025-06-01 02:32:00,Node-A,GW-1,865.5,-80.73068968407073,2.50580159819764,32,Success,True
2025-06-01 02:33:00,Node-C,GW-3,865.1,-90.67016586417876,7.0927598010415345,32,Success,True
2025-06-01 02:34:00,Node-A,GW-3,865.1,-80.36776305695449,4.924973881072876,128,Success,True
2025-06-01 02:35:00,Node-B,GW-3,865.5,-90.15213403145215,11.317031199021894,64,Success,True
2025-06-01 02:36:00,Node-C,GW-1,865.5,-79.59013210224059,2.4969074630119494,64,Success,True
2025-06-01 02:37:00,Node-B,GW-2,865.5,-71.70526070768534,8.514279043291616,20,Success,True
2025-06-01 02:38:00,Node-A,GW-1,865.1,-90.73629006002115,6.051025337685191,20,Success,True
2025-06-01 02:39:00,Node-D,GW-2,865.1,-76.35726594195562,5.893568282618064,32,Success,True
2025-06-01 02:40:00,Node-C,GW-3,865.5,-88.29037458353207,5.162062178142469,20,Success,True
2025-06-01 02:41:00,Node-A,GW-3,865.7,-77.98299440083453,9.039997468510363,128,Success,True
2025-06-01 02:42:00,Node-D,GW-1,865.7,-71.39795757979516,,128,Success,True
2025-06-01 02:43:00,Node-D,GW-1,865.3,-101.29513074110042,0.42675398563706857,20,Success,True
2025-06-01 02:44:00,Node-B,GW-2,865.5,-91.14475826871346,,20,Fail,True
2025-06-01 02:45:00,Node-A,GW-2,865.3,-83.68979445109922,8.108605496395166,20,Success,True
2025-06-01 02:46:00,Node-D,GW-1,865.7,-76.84959510818385,6.7614130526385425,20,Success,True
2025-06-01 02:47:00,Node-C,GW-2,865.3,-81.66383329358324,1.6145791107573602,32,Success,True
2025-06-01 02:48:00,Node-C,GW-1,865.5,-80.4588078198092,2.080653919336039,32,Fail,True
2025-06-01 02:49:00,Node-B,GW-2,865.5,-59.57015474648743,-0.632328655708327,20,Success,False
2025-06-01 02:50:00,Node-D,GW-1,865.5,-92.12457278849227,6.3809896195394415,128,Success,True
2025-06-01 02:51:00,Node-A,GW-1,865.1,-68.6451498363723,0.951353455476891,32,Success,True
2025-06-01 02:52:00,Node-C,GW-1,865.3,-83.49978127154417,-0.15625267858649394,128,Success,True
2025-06-01 02:53:00,Node-D,GW-2,865.7,-74.50525207501266,8.824967357900132,64,Success,True
2025-06-01 02:54:00,Node-D,GW-2,865.7,-58.710534442544,7.30453869338854,128,Success,True
2025-06-01 02:55:00,Node-B,GW-2,865.7,-73.11321976314574,4.000485005507219,20,Success,True
2025-06-01 02:56:00,Node-C,GW-1,865.1,-76.2750429021,4.597860250228414,64,Success,True
2025-06-01 02:57:00,Node-C,GW-2,865.1,-64.00877664850624,-2.2220326209518264,32,Success,True
2025-06-01 02:58:00,Node-A,GW-2,865.5,-68.75201355406809,7.750234757177661,32,Success,True
2025-06-01 02:59:00,Node-C,GW-1,865.7,-87.99394076161435,2.9218056065339475,64,Success,True
2025-06-01 03:00:00,Node-A,GW-3,865.1,-77.05475257546145,5.990872589399422,128,Success,True
2025-06-01 03:01:00,Node-C,GW-1,865.5,-97.17495734140759,-2.4656867853744515,32,Success,True
2025-06-01 03:02:00,Node-B,GW-2,865.7,-85.40153388374252,7.932704096484637,20,Success,True
2025-06-01 03:03:00,Node-C,GW-1,865.3,-76.8594703240014,2.7414656918428277,64,Success,True
2025-06-01 03:04:00,Node-A,GW-3,865.5,-86.02105352781258,0.8718732086319374,20,Fail,True
2025-06-01 03:05:00,Node-A,GW-1,865.1,-77.26633254028076,3.981195096534899,64,Success,True
2025-06-01 03:06:00,Node-B,GW-2,865.1,-80.1338461565304,3.210814346193545,32,Success,True
2025-06-01 03:07:00,Node-C,GW-3,865.5,-74.63583267604957,8.2228028387296,128,Fail,True
2025-06-01 03:08:00,Node-C,GW-2,865.5,-84.24199022028111,3.7388146329151186,64,Success,True
2025-06-01 03:09:00,Node-B,GW-3,865.1,-89.40148914436713,9.087851079840103,64,Success,True
2025-06-01 03:10:00,Node-C,GW-3,865.3,-65.2187317382674,5.9904278473672194,20,Success,True
2025-06-01 03:11:00,Node-C,GW-1,865.7,-84.95696742689944,7.683103661637125,32,Success,True
2025-06-01 03:12:00,Node-A,GW-1,865.3,-73.39989406882881,4.993500640316341,20,Success,True
2025-06-01 03:13:00,Node-C,GW-2,865.5,-65.64752973527465,8.816176947019649,32,Success,True
2025-06-01 03:14:00,Node-C,GW-1,865.3,-78.37330001002468,1.5391280291519722,20,Success,True
2025-06-01 03:15:00,Node-B,GW-1,865.1,-88.56306569443149,5.340873372482981,64,Success,True
2025-06-01 03:16:00,Node-B,GW-3,865.5,-81.78609974547345,3.8106925117057555,20,Success,False
2025-06-01 03:17:00,Node-D,GW-1,865.7,-69.82459083393246,9.189885438521936,128,Success,True
2025-06-01 03:18:00,Node-A,GW-3,865.1,-77.93752454262138,9.497103213978278,32,Success,True
2025-06-01 03:19:00,Node-C,GW-3,865.1,-92.05141792204277,5.0012637777113556,32,Success,True
2025-06-01 03:20:00,Node-C,GW-3,865.7,-74.03356166466287,1.1254666967125848,64,Success,True
2025-06-01 03:21:00,Node-D,GW-2,865.7,-72.30468530949001,6.281291950375003,32,Success,True
2025-06-01 03:22:00,Node-C,GW-2,865.3,-83.55311886117934,0.006170794898700649,128,Success,True
2025-06-01 03:23:00,Node-A,GW-2,865.5,-73.89755624395254,9.878428396349335,20,Success,True
2025-06-01 03:24:00,Node-D,GW-3,865.7,-77.54981404539532,3.5804897880918842,64,Success,True
2025-06-01 03:25:00,Node-A,GW-2,865.7,-81.9742953864204,4.908289509747514,128,Success,True
2025-06-01 03:26:00,Node-D,GW-2,865.5,-92.93535743593664,2.957146772579738,32,Success,True
2025-06-01 03:27:00,Node-D,GW-1,865.7,,2.294655239897538,32,Fail,True
2025-06-01 03:28:00,Node-B,GW-2,865.7,-72.40789000080167,7.211873949641157,128,Success,True
2025-06-01 03:29:00,Node-A,GW-2,865.3,-74.16113705624687,4.524149968846035,20,Success,True
2025-06-01 03:30:00,Node-C,GW-3,865.1,-64.55473996321906,5.127447616769525,20,Success,True
2025-06-01 03:31:00,Node-C,GW-3,865.1,-70.54806272986406,1.988326762343482,64,Fail,True
2025-06-01 03:32:00,Node-A,GW-3,865.1,-30.0,7.568177670491119,32,Success,True
2025-06-01 03:33:00,Node-C,GW-3,865.1,-102.13227348026831,7.873369205410601,128,Success,False
2025-06-01 03:34:00,Node-C,GW-3,865.7,-68.03105048197584,4.373214539361268,20,Success,True
2025-06-01 03:35:00,Node-A,GW-3,865.5,-79.16919485717949,8.803766399995663,64,Success,True
2025-06-01 03:36:00,Node-D,GW-2,865.5,-76.87508319742861,4.687627537326432,32,Success,True
2025-06-01 03:37:00,Node-A,GW-3,865.3,-76.80666810306614,7.339266488866462,32,Success,True
2025-06-01 03:38:00,Node-D,GW-3,865.3,-72.2616725635772,0.13121725750970725,64,Fail,True
2025-06-01 03:39:00,Node-C,GW-1,865.7,-68.77824971198315,6.060292599459237,64,Success,True
2025-06-01 03:40:00,Node-C,GW-2,865.5,-73.65758856940778,4.185555597179196,20,Success,True
2025-06-01 03:41:00,Node-C,GW-2,865.5,-75.24714410680109,5.466567277864988,128,Fail,True
2025-06-01 03:42:00,Node-B,GW-2,865.1,-77.68487260704428,5.332047216967479,32,Success,True
2025-06-01 03:43:00,Node-D,GW-3,865.7,-113.51610516904678,5.377099466530952,128,Success,True
2025-06-01 03:44:00,Node-B,GW-3,865.7,-82.87591019450188,6.84710218808766,32,Success,True
2025-06-01 03:45:00,Node-B,GW-3,865.1,-89.41589517350646,3.3044791051820637,32,Success,True
2025-06-01 03:46:00,Node-A,GW-1,865.7,-67.89260461060914,6.707237778606929,128,Success,True
2025-06-01 03:47:00,Node-B,GW-3,865.7,-73.80962801713706,8.697574649353719,64,Success,True
2025-06-01 03:48:00,Node-A,GW-1,865.3,-84.58136987213734,0.7695769850590297,20,Success,True
2025-06-01 03:49:00,Node-A,GW-2,865.5,-83.57717182269245,2.658379705312023,32,Success,True
2025-06-01 03:50:00,Node-B,GW-3,865.7,-83.93981363302422,2.7843937234964415,64,Success,True
2025-06-01 03:51:00,Node-D,GW-1,865.3,-84.11826154318919,1.723862601647122,32,Success,True
2025-06-01 03:52:00,Node-D,GW-1,865.5,-94.44557443524798,3.5759066910888233,20,Success,True
2025-06-01 03:53:00,Node-D,GW-3,865.1,-96.61279493277767,8.099355546199522,32,Success,True
2025-06-01 03:54:00,Node-D,GW-2,865.3,-79.70953227618256,9.342760773537286,20,Success,True
2025-06-01 03:55:00,Node-D,GW-2,865.3,-69.24685860640645,5.318524909239507,20,Success,True
2025-06-01 03:56:00,Node-B,GW-2,865.5,-85.37689697427862,4.027291967455398,32,Success,True
2025-06-01 03:57:00,Node-B,GW-1,865.1,-76.96555249075955,7.408771907241981,32,Success,True
2025-06-01 03:58:00,Node-C,GW-1,865.3,-72.65739082823275,-2.0919054827565393,20,Success,True
2025-06-01 03:59:00,Node-D,GW-1,865.7,-89.93378205583856,1.834464583690525,64,Success,True
2025-06-01 04:00:00,Node-B,GW-1,865.7,-80.19975428719903,-1.9648912200997461,128,Success,True
2025-06-01 04:01:00,Node-C,GW-2,865.7,-86.66520481273515,1.8029008479336746,20,Success,True
2025-06-01 04:02:00,Node-D,GW-3,865.1,-63.938805081687065,2.6989474192939995,32,Success,True
2025-06-01 04:03:00,Node-A,GW-1,865.3,-64.37540493137885,9.433045633813034,32,Success,True
2025-06-01 04:04:00,Node-C,GW-1,865.7,-89.92342839874851,-3.28318589846797,64,Success,True
2025-06-01 04:05:00,Node-B,GW-2,865.1,-76.14115616915674,3.7498921992969985,128,Success,True
2025-06-01 04:06:00,Node-A,GW-3,865.7,-69.3240069918751,6.858699416534321,20,Success,True
2025-06-01 04:07:00,Node-A,GW-3,865.5,-71.5167049962367,6.23219198980728,20,Success,True
2025-06-01 04:08:00,Node-A,GW-2,865.3,-79.18436965015634,9.385214400604681,128,Success,True
2025-06-01 04:09:00,Node-C,GW-2,865.3,-66.93442538235652,5.483154435789766,20,Success,True
2025-06-01 04:10:00,Node-B,GW-3,865.1,-89.04514688989433,6.122834541443435,128,Success,True
2025-06-01 04:11:00,Node-A,GW-1,865.1,-83.03092944394692,-0.5155204954076513,32,Success,True
2025-06-01 04:12:00,Node-D,GW-3,865.3,-88.77642419759574,2.0351934254695734,128,Success,True
2025-06-01 04:13:00,Node-A,GW-2,865.7,-72.17506505299379,-0.34811423034407074,20,Success,True
2025-06-01 04:14:00,Node-A,GW-1,865.7,-85.82636874299452,6.717824323742299,128,Success,True
2025-06-01 04:15:00,Node-C,GW-1,865.5,-81.71249175437086,6.046071355271738,64,Success,True
2025-06-01 04:16:00,Node-C,GW-2,865.7,-73.82329631734251,5.940613901850546,32,Success,True
2025-06-01 04:17:00,Node-B,GW-2,865.1,-73.01750086222184,2.3556991746257774,32,Success,True
2025-06-01 04:18:00,Node-D,GW-2,865.1,-89.07126346255251,2.0811506620500038,128,Success,True
2025-06-01 04:19:00,Node-C,GW-3,865.7,-69.43344716227207,5.628340796889252,20,Success,True
2025-06-01 04:20:00,Node-A,GW-3,865.1,-75.44310331332748,2.9918418416865955,64,Success,True
2025-06-01 04:21:00,Node-B,GW-1,865.3,-90.81702839580402,1.93878630850329,32,Success,True
2025-06-01 04:22:00,Node-A,GW-2,865.3,-93.27715895756613,3.474831886225795,32,Success,True
2025-06-01 04:23:00,Node-A,GW-1,865.7,-80.15819710262068,3.017773891894075,20,Success,True
2025-06-01 04:24:00,Node-C,GW-1,865.3,-71.4990601068319,2.39983107611464,20,Success,True
2025-06-01 04:25:00,Node-B,GW-1,865.3,-71.2428413759902,1.322696549727194,64,Success,True
2025-06-01 04:26:00,Node-D,GW-1,865.5,-76.43833122775158,6.34606930501672,128,Success,True
2025-06-01 04:27:00,Node-D,GW-2,865.5,-79.51325161673174,9.668148318431172,20,Success,True
2025-06-01 04:28:00,Node-C,GW-1,865.3,-74.88262330920995,4.882987398144039,128,Success,False
2025-06-01 04:29:00,Node-C,GW-2,865.7,-88.55330514389259,-10.0,64,Success,False
