Batch_ID,Supplier_Rating,Delivery_Time_Days,Temperature_C,Humidity_%,Production_Cost_USD,Transport_Cost_USD,Demand_Units,Returned_Units,Stock_Level_Units,Route_Distance_KM
27,68.49006422577698,8.601022363021707,19.65653086560666,60.715159355810385,828.7087271258033,212.27493408971563,387.24090487912366,3,336.716873413286,319.996106351047
28,83.75698018345672,7.477892705878874,21.220599577697463,34.93465969809601,1008.9857885194658,187.24064142428583,744.8586988174056,6,272.9953146873304,206.10434581948687
29,73.99361310081196,5.419318830549251,26.795614336289024,30.344441085234948,756.2318111676213,114.76890209114421,359.638378892819,6,238.54806490290173,323.3772563839603
30,77.08306250206724,4.0167276287359055,24.40638537585436,44.12884729379852,1012.436777975806,195.84332371392532,594.926317428231,9,284.4563092561523,312.1790860267395
31,73.98293387770603,6.614245193274621,24.586670535660932,33.66077040940713,937.7625582819509,241.17115922811558,543.1283816886298,5,237.41173066930384,277.21503074154265
32,98.52278184508938,3.0529076005910625,17.75131883262206,45.75168652474362,1225.2929447782894,247.28167137838147,382.5857627518885,3,263.048445699746,310.7746334243543
33,79.86502775262066,5.952715538712439,18.546538790341394,55.0249969612929,1211.7035292618436,225.2182532859205,487.5699061121501,6,262.30113523064415,158.42132018041332
34,69.422890710441,6.010940318333254,13.48276402154372,41.09251136447736,1117.8018404515424,172.935045251888,492.124711375536,4,252.9647738859611,182.38114626254094
35,88.22544912103189,7.12041981499776,19.571857536751736,35.731734232186575,951.0079329008181,101.15892155262047,630.5582715810524,5,326.61431272069666,264.20566476750923
36,67.79156350028978,10.519320077822155,24.870109559156976,50.69337161715348,1297.807059289044,175.23924509976325,428.66890997197885,4,249.36363682935539,230.66124013508573
37,82.08863595004756,5.784831934357534,23.55083954724511,58.625434846151705,767.0447083240269,184.78275644730243,473.8054993575646,7,391.77902189280417,210.7474629254365
38,60.403298761202244,3.9820727485850025,21.33546021114363,33.050265614833876,789.4662055654505,184.3535516404993,266.3930394978737,9,349.4575020071287,290.39851329577294
39,66.71813951101569,4.9488513756160115,21.93309914884584,58.20232398305984,987.4325350166403,230.9278178488962,673.4762793123577,6,359.47468672750796,262.8752505954743
40,81.96861235869123,1.4618481902217635,19.933343372273782,58.17306203738326,1338.105716338168,299.283820550742,392.9531756979929,5,265.5421871934324,302.46572573129174
41,87.3846657999541,3.6105737378218836,22.61427664720535,59.54085102156628,969.6491639694868,206.17646009205464,532.6910864239175,2,310.0148282398645,231.40499698648273
42,81.7136828118997,4.181435123773792,24.297634838441844,62.18480214871686,972.5132135186077,189.1634105421769,489.8592170278136,7,247.85526531971425,249.1786213634512
43,78.8435171761176,3.951823204130815,17.15233963776858,72.02013924659616,783.7134465832287,187.03890934979538,490.199903321666,2,310.8677897055985,326.9817333890619
44,76.98896304410711,5.304709744067444,22.898943063512043,46.439079513809446,1141.8894377905567,206.21923834538572,580.9861984870874,5,211.61395676973075,185.83040115208325
45,65.21478009632573,3.355160135235599,24.797304612864004,51.09571580077858,1142.976438149403,158.58531198258004,667.1262460303635,5,353.1148440955648,245.691117160823
46,72.80155791605291,7.242061334648943,20.75469913310989,45.83561566751975,1118.3612802099865,206.00992793730276,525.1493669941992,4,267.75523380808926,206.27972184677617
47,75.39361229040213,5.000414129836394,24.10210183636175,50.01976844755811,905.6168990728956,222.54061681659,565.5078017630526,2,315.1422419633615,334.7743752567661
48,90.57122226218915,4.981399357722771,30.44396333341766,65.32873355636312,893.9939847440492,210.48430317872442,532.8891536727041,11,324.4237075515907,370.2877136831073
49,83.43618289568461,4.344210566974164,21.686971621039323,36.54985516069331,806.0316624392544,222.87709670023906,601.7531423930626,5,272.30179773196494,260.49346085526463
50,62.36959844637266,5.310381367717958,23.17992115001597,41.38950327834424,1012.58087526414,221.68738046742675,453.7083620513673,8,260.0869535567132,274.63239847623464
51,83.24083969394795,6.650196529335269,19.785828749015824,63.77180936504561,837.9389006082247,111.40516588767781,607.5390554416414,10,293.9896132602144,244.81435405038798
52,76.14917719583684,3.2657395685781996,22.54375348780615,60.2003650690209,823.3875242126066,231.84350791977016,611.0499865647384,10,340.14828419037553,242.88287179266928
53,73.23077999694041,3.6837670218494867,23.38081487494691,46.36868353182922,936.4463924633986,166.44925771687733,608.2537008682909,5,292.65072856891385,254.1776792622008
54,86.11676288840867,4.3925479424466705,22.584527020810413,58.544020011207195,926.6265737223675,145.2080418498021,433.9852132663524,2,330.14788929816945,182.5522597828684
55,90.30999522495951,2.30825815305357,18.94091404087343,53.412158424920335,919.3032206767067,144.7774086072502,483.16623657628094,7,339.70457695832295,283.01472238396786
56,89.31280119116198,3.361484280557004,22.619085313976353,65.00274609000988,1069.966689526039,221.67708052362647,523.9466988780434,7,290.377355911954,200.73163279559645
57,71.60782476777362,4.047558252910682,26.38658781615291,50.745095938267724,1011.8571703225418,188.87125363875737,362.91579551709947,10,294.36617492992673,232.30749032191116
58,76.90787624148786,6.748778361425455,23.345907293543583,60.25632113872582,956.7765954233323,115.90156080072947,659.4920208086014,3,306.940368936937,251.65905206051983
59,83.31263431403563,5.52512265800385,24.885961567215524,76.4201191049262,1027.4519392467223,223.90189075961416,498.77234664978243,7,357.12023127913045,211.8925446246602
60,89.75545127122359,5.387179822735089,21.288964089962118,55.98099155047466,851.2709438343052,128.01959346005862,528.3927887604722,6,282.83592028520155,279.88836491312475
61,75.2082576215471,6.701795924335944,24.249700718271132,50.49328165794844,1015.7917935864517,206.99106792591056,442.2995560272797,2,356.88752629143994,226.22877701059969
62,78.14341023336183,4.725256423201206,22.83780351464958,57.22446985220979,1022.5903739266951,211.9249462836527,367.3122440632977,2,312.75637259639865,303.2781891965655
63,68.93665025993971,5.780929699857779,30.389034677630974,46.34719141796115,774.5429710963779,244.27885408475225,439.5970114525229,3,263.1694533246241,206.43953183446908
64,68.0379337591933,4.793556494135007,22.955563014396624,73.87967705524733,1149.3540631555543,289.08423932334256,521.9204187633588,4,297.90030743856994,241.6557046575159
65,88.12525822394198,5.530724698799257,19.02491000967907,51.80071037695981,867.7849442159506,131.76618370497292,567.3428812753693,2,243.9682982398153,196.4060504585314
66,93.56240028570824,3.8344826847768356,34.34403572119034,47.27066679774487,1013.5464698809652,197.37630719684753,516.179154060272,9,232.69963641933265,299.1239213386007
67,79.27989878419666,0.12236568344714183,22.567984921877123,41.64310994979964,1174.6617610802905,186.18323524778913,534.672401624195,7,330.34246242770297,234.45423903168722
68,90.03532897892023,4.731441675627392,22.891732820140373,60.972201916064385,1138.8515136570804,221.6874842980481,466.29736253186235,8,339.8884460652386,222.14380011600687
69,83.61636025047635,7.84549627219988,18.432302604768612,58.67187412827739,1005.1500082853253,210.78343854668094,549.6248566245429,3,298.3488126811541,240.50228380215822
70,73.54880245394875,6.852430804483185,25.16195731354863,45.02645628585907,945.6251495676897,182.372687863169,648.2832866385907,7,302.38406836930847,244.52407820161818
71,83.61395605508415,6.930794969182341,23.71601883490142,55.764513451224225,1142.1267862863351,177.95489056945723,570.4789442438987,3,271.1618166347544,270.2657318102249
72,95.38036566465969,7.472261443612435,19.885814693167347,34.91444031787144,1101.204246671293,144.17745724079762,580.9541888252941,10,308.49397125672124,276.95600860354494
73,79.64173960890048,5.177315181922875,17.387245610652474,51.849705750731566,907.2452469933805,249.39307912032547,529.4016399306631,4,399.07393854322277,242.42079561178537
74,95.64643655814007,5.394631414811191,21.565286262755706,54.52756352076695,880.7659529497464,222.96020907997647,349.6844930400398,7,350.48483601267515,248.044798190388
75,53.80254895910255,3.7646962091312997,20.66216885841652,67.07329809559224,689.1467227456003,245.88840988975687,395.53334693687566,2,296.19713355365667,94.65369904004066
76,88.21902504375224,4.3678542879459,22.33942137115907,42.291811972713106,1023.1047762525382,184.4801931762243,545.4875800663843,2,291.840532261954,227.3996163470978
77,80.87047068238171,6.231542299542284,20.9106500165333,37.21647371197676,987.5953382472402,167.15822656527848,498.90609480399144,5,281.18044976142494,321.5342658259625
78,77.00992649534132,7.407768874337632,15.97762941776497,41.04572039074958,1170.4287061963814,146.0842466685386,543.9842886472828,10,229.44663220797852,272.4347600109278
79,80.91760776535503,4.721107448638001,20.834959185096526,36.634314996850804,1053.858264022055,217.94587918703297,667.6423417844073,6,275.85435763858044,196.34322866634366
80,60.124310853991076,4.099621470297177,21.083142666795062,63.36657357758983,1200.1343791259035,148.01033877358827,572.6035999229334,4,333.7115896251729,230.62411085457242
81,77.80328112162488,5.001055917713194,23.900983074322177,65.48639295024037,895.3953658125744,292.4331534483275,625.8886205742822,1,253.3990868262487,220.16500120804278
82,83.57112571511746,6.202413497858229,19.905400976166852,53.20216577948829,1170.7225496451429,134.61787094532798,509.468138947073,8,285.99713394077673,303.50544214949366
83,94.77894044741517,2.1122903677329163,27.0360240201177,62.21294945685148,920.6625431343017,213.68300596062508,419.278432251556,5,244.09094288935717,298.4308255031585
84,74.81729781726352,0.40763809372552373,16.265078348044728,51.339583805802356,1116.6394092688408,278.3427353606893,494.2133840785659,3,339.27223150275876,210.94961969619894
85,71.91506397106812,3.898926301016833,25.93350249340787,49.04888352299234,781.186241120396,229.95448796319045,419.5248186280862,4,236.33841859309004,250.49380313200106
86,74.98242956415463,2.5585751481716827,21.327043087365684,46.66962380946239,1035.2702949049283,208.78368562458897,655.8294956772448,3,329.6338953630918,193.31115717370918
87,89.15402117702074,3.983719604705378,24.57875461703067,46.89609008622435,702.2968087831134,151.57581765190523,579.0391076535469,3,351.43203050365406,218.66923454635287
88,83.28751109659684,4.704439362365057,22.2394044521762,34.52198443690969,959.9293771087368,130.9115405716148,552.051249662828,4,283.8312077047764,220.51222601010923
89,74.70239796232961,4.093503181953973,25.418666608076407,52.64254763607339,1066.053099081687,238.5025054458793,623.5943202228103,4,265.65382922703225,214.8868871096179
90,85.13267433113356,7.904935068941491,20.837914106341564,49.596660897859564,921.8547173153356,275.3073620387473,297.99435854767745,5,323.75589766692025,268.31022691184864
91,80.9707754934804,5.65348952920464,18.704138724466564,57.45360724077876,842.4343556866049,178.05750047609143,558.813795134266,3,380.12125728132025,317.45722371238094
92,89.68644990532889,5.600948719221657,26.261512861813188,50.9352349643861,1126.9177703943901,143.04692461918245,368.9354215695628,6,367.0838780524994,246.98633641110285
93,72.97946906122648,6.244414288086804,21.659558062353575,48.37296298430908,984.4805815229615,77.09152847254907,499.2744301534339,4,296.3119779363807,197.25271782146913
94,76.72337853402232,2.7223337644384618,22.664675420872634,41.288069699923696,926.5644029453993,150.9617578168731,468.82924075327855,6,255.840871525921,260.4053372952555
95,76.07891846867842,7.078223574840537,25.704255742134386,50.721532368217616,1006.2843881731415,194.317157875048,566.1736612096947,6,288.3953765488658,260.47369489215134
96,65.36485051867882,4.8484714269290805,18.904134273716696,57.38237230816162,1395.5003712918383,279.9561620418367,522.8187288960955,5,215.5045570095229,240.56260837433138
97,82.96120277064576,6.340961234482425,23.786472692917773,38.566610089161394,1173.0254274672316,233.65668461164842,634.5117173611789,7,272.2147437607991,342.95574023205825
98,82.6105527217989,2.856285533919689,20.230315730611327,50.874737536807395,1174.386050228176,215.25427023533766,439.8102839067386,5,322.52729728469507,262.2063510443041
99,80.05113456642461,1.8924824679678713,21.603491933066884,52.33042951529484,1065.3319478488545,179.99401693494346,570.9114389633284,6,281.6146457981716,278.6910923446027
100,77.65412866624852,6.6357793160500576,22.216836896152866,42.819352163817356,1024.972790886572,170.8417141372022,516.2223216898832,4,269.9775429986703,137.8895049863678
101,65.84629257949585,5.752819052195033,17.49933441565919,44.12143695092,640.5876567504376,270.2823798753982,336.47097299284474,8,297.2255697816384,201.8554320187896
102,75.79354677234642,3.1958968912849794,19.663488871538696,52.306108487662144,898.1529480305302,210.03692703791947,408.13835414769676,11,286.5323091663353,275.6954532507115
103,76.57285483473231,3.2606738374506112,26.053218677239418,38.66578981707377,927.9138380196289,94.8699654039489,485.0121966477832,6,337.7746570215189,264.1907717715843
104,71.9772273077838,7.250869568829539,24.658573565754388,53.499237152493926,718.76619039287,166.32301760513786,611.2292449891728,3,233.66218997277832,231.0753037194311
105,78.3871428833399,2.6211762142653443,21.812081268018296,41.046456263408004,826.387631467685,157.08919841141866,546.3723057557114,4,326.3233782307342,272.6782539508564
106,84.04050856814538,8.285345906511926,22.72937037553868,60.62853693033216,702.8745293616049,172.68679954112676,383.2499176119286,8,297.693081710478,296.36500961185675
107,98.8618590121053,3.1987585307042625,21.117272483090627,73.378277453883,994.2514246453941,228.14553301425426,485.968377195284,6,321.71390803306036,226.35867895783542
108,81.74577812831839,6.276783851216766,26.069750157483945,41.392431982981805,1122.8148956273224,194.62775591028753,701.780644879303,5,230.54490100404288,218.8499342053488
109,82.57550390722764,4.3427630485020305,21.39894226661751,55.342078623746744,1166.0161777936494,196.1567296498169,511.1223334840858,6,344.15231612314955,237.20080377121747
110,79.25554084233833,6.206374862164687,22.695526276404543,42.732580951179806,1062.217669311886,265.67365806626185,467.26744249276044,4,327.1520272086278,274.9068595139833
111,60.812287847009586,3.911771995771615,25.438090432426193,60.4095417379779,855.4905488202146,165.17694551066558,549.173964075622,5,383.66037553196225,221.3702381796057
112,79.73486124550783,4.674414187855412,19.66788554546228,37.34741590914785,710.190226222006,293.2099762943675,576.339307958197,14,258.3631548207511,292.6459171061813
113,80.60230209941027,5.081838350791442,26.67636755349068,54.805867584277124,736.4696950897746,166.4346204314457,454.3831652519941,4,270.7511948520907,225.899370068468
114,104.63242112485287,2.9956250884370546,17.40861577076987,41.27011033110647,809.6526134118252,204.45990983062856,550.2574774371437,6,210.7908676400375,222.02182669651575
115,78.07639035218878,6.4816486908402515,26.888926393338394,47.930154109016314,866.6710452946488,185.93982022986165,467.1110503329191,2,258.82008274153645,367.3224678432357
116,83.01547342333612,3.9735728670568298,20.881973248144078,39.68974724852693,976.037725301262,206.17095667504805,571.9327601829439,5,371.71520762903276,188.27079403184382
117,79.65288230294756,4.542800169319963,21.271903756524154,58.223504708957535,847.8753672809547,222.22959975365646,516.9693157971284,5,314.75314318661776,289.0859019308707
118,68.31321962380468,3.0113012507829753,16.32996948645117,41.63019645560413,1050.8463840502393,221.69176200444383,548.1967827052893,4,263.6821542654929,159.67801648822393
119,91.4282281451502,-0.124667317590621,20.635615847866923,55.519642593318274,965.1589745800791,162.344133468971,424.08164538324957,3,306.65456803774964,282.9088849254557
120,87.51933032686775,4.617944474799662,18.880580406919346,46.55901971737667,1001.5818567611539,143.85426612762146,417.8713615927141,6,296.92247901638393,384.58973369072453
121,87.91031947043047,9.825230843225832,20.177060963879583,48.855276282011374,1171.0375829006807,325.1585895452855,594.5497304659394,5,204.5434448156622,302.85211305980295
122,70.9061254520526,6.569208575796048,21.58806710263336,51.477559074001285,822.9652398699445,175.80078301997236,492.06036186145064,7,213.5921541660736,316.9034494648274
123,94.02794310936099,4.961479240531211,24.873374843418716,42.38175328341151,1062.8056867438552,234.96062193359933,528.5034742099361,8,355.3387312630133,245.19588067706562
124,65.98148937207719,4.474218341583464,22.622810054201878,52.10367113540887,997.904015728589,119.61793447384017,469.36045729134804,6,336.83053821034423,297.11342193372553
125,85.8685709380027,5.044931785624093,22.92302996020334,65.3033456435441,949.9770578545457,186.01936400476615,589.8726774013644,5,225.77350367722113,262.4328961381041
126,101.90455625809979,6.09423823035042,18.713441833463314,42.219052141672854,1132.788448129894,193.64003080087787,439.21900199703424,8,293.6566609981057,351.29818012745346
127,70.09463674869312,2.6383743693823103,19.35773773119181,61.71810143273845,1131.8521231835512,223.64075349639162,486.4398760099117,9,264.2147583639249,194.66823437260763
128,74.33702270397228,7.228643389337744,27.396175055053938,64.98097633487784,858.0263806017358,63.877292950403046,578.5992812703132,3,354.4418882699231,309.3742156230383
129,80.99651365087641,25.773635178803026,19.79439689571026,41.83845010971956,972.6759124213114,208.30703065391654,617.2967699164266,5,322.3784589044513,271.3851367629288
130,74.965243458838,6.436371451415869,26.968624756171888,35.449453949094476,1042.1817523876098,142.51292723160537,447.62407089733165,2,244.76975229223132,204.35967643811674
131,64.49336568933867,5.876951477619454,21.2708164033574,53.01960900171765,959.0489877966123,216.2172855597462,695.9683981955883,6,306.0120417161984,236.27701298044744
132,80.68562974806028,5.03923331538798,22.006863808430513,44.52592477233127,1087.7531998431698,148.18354015809186,531.3241693693616,9,297.94446339179854,169.9524754439543
133,69.37696286273895,6.34572247193364,25.21109548068979,68.68603219163002,1042.1788026865413,157.22586520372093,395.70717381912624,5,298.08140328528356,86.75842599899048
134,84.73592430635182,6.1836282674827565,25.81567726581597,50.34807540499832,1274.884186053402,186.3186194803366,536.9052048589969,7,274.49403074795055,190.02229478462849
135,70.80575765766197,4.2919185781179525,21.667562319162737,41.97800591964821,770.4581296105318,147.38352651984025,461.7000785516542,7,301.24126770804327,230.59786910752032
136,95.4993440501754,3.852796454206198,20.835270839435385,38.528404889882886,981.6346015378904,176.22327766323227,543.4068487183176,3,257.461509582941,254.05937355827564
137,72.16746707663764,5.203712590523973,21.83223865443336,60.899049590908305,863.7246232731713,140.33121157283423,495.7143752339662,5,240.60960464577556,184.5108367160732
138,76.77938483794324,8.098040302990375,23.013872584696355,44.28816025915813,1090.6161183158565,108.34147741506362,507.42736901901446,5,237.67262579200445,234.16985058393786
139,88.1351721736967,2.5217858486921982,24.673911060609267,50.43828799460428,757.4242164931684,250.89785262146796,408.8406623413854,4,247.54476770616458,261.820649104839
140,67.69135683566044,2.06494946849512,22.012689576982456,59.55802745112481,1051.946906533733,135.1975653588036,599.006123071636,5,321.1141564751681,221.1797175498727
141,82.2745993460413,5.329521682473033,23.85665889406946,45.157416480691694,905.4927352977488,191.06595561960083,384.3872632848968,4,322.47359187975513,195.95712187219542
142,93.07142754282428,5.101775403712036,26.915079196812822,49.540711712598394,889.8757200818479,237.64455407468924,389.1235104595005,8,373.0262646737817,213.4326888395802
143,63.92516765438772,5.346683328740816,23.143928836794355,49.8343159017748,783.0252694688969,169.25279487419783,536.7360349147486,7,288.57654713388274,316.82913188503915
144,81.84633858532304,5.487906395817,22.934958568014334,56.83324511516092,930.2386080698491,158.74170501272312,660.2844247177969,6,335.0704597337649,163.66468457772692
145,82.59882794248423,4.55359549073039,17.443267524729798,55.907443355103254,1162.6750795436387,211.31190443337107,464.7406902935593,7,302.3531306592071,307.71762604274295
146,87.81822871777311,7.979726877204165,14.10780958951281,47.79886268745172,996.2216974705781,255.89669113635762,570.0972322703966,10,314.97991163798054,318.26763622983736
147,67.63049289121918,1.798192043046969,23.165127187690505,50.636490614965176,1094.1520626811712,141.53423674567657,607.3340176863545,4,340.41837150289615,232.18768108082207
148,66.79543386915724,3.343005950439508,21.715527306157384,46.282209884765116,1249.6962732949412,192.49260839912804,581.4684437294069,9,329.10235402887076,273.0071942883349
149,85.21941565616898,4.793490479701905,20.455651975255773,35.223875930805555,1039.5633377233864,113.37527025163364,468.87917108263184,9,305.42199948637364,210.95424264509688
150,82.96984673233186,1.7136223776916655,22.730590612559034,52.57600857398129,916.1800641906489,180.3399498158905,390.89532828059254,9,269.32120403045263,263.3856854913887
151,82.50492850345877,4.648291191135858,21.818788812409274,68.92191760833067,1070.0878322774186,201.71023422690376,279.2452434328645,3,313.78992045405164,361.3220668668843
152,83.46448209496975,8.322940331456037,25.383340751901695,41.16280859308937,918.3555780528562,157.26876791224672,473.71595005376065,3,368.21505847468933,313.5575308243402
153,73.1997527842151,5.041772976591924,22.258332604776935,42.26970290397297,924.3365975054246,177.15040830873843,617.8087368562175,8,308.7666198634234,224.82389063500253
154,82.32253697161003,5.461401811437367,19.7592301447895,41.29272228356258,772.0160800571523,129.58866158462752,387.5834015238066,6,280.2329543458475,184.0388952689492
155,82.93072473298682,2.4796704696548395,24.970498716877866,57.24591778723123,1138.9386236626588,203.8539305690747,570.0209847518765,9,341.07001514280546,235.3163428639894
156,72.85648581973632,3.767277183921045,21.348606775161393,54.4848545419644,942.0996136525841,252.7847124441575,404.9847469948128,2,230.74383046576975,263.6647096840015
157,98.65774511144757,4.249607239352126,23.57961005101692,48.414623075835436,1027.3147368723794,145.1428065114768,510.60725763868385,6,282.00232482990043,286.0805963109087
158,84.73832920911788,4.364569806487532,20.5677678814216,40.81980938361035,844.6057107090041,168.86641167238085,570.7791614155018,2,250.96125399241765,244.53923075933662
159,68.08696502797352,7.563287590007537,20.05051934350769,50.92376791639924,1065.392144457321,225.1273123227091,434.05045631615724,9,293.9256934733508,339.3018159549636
160,86.5655360863383,6.115382121450249,22.25250469055709,34.353778726641956,885.7088142797375,260.60453596613684,517.0484680696914,6,362.3240000638789,251.6298523318166
161,70.25318329772679,2.777084086125936,22.038485930631055,51.43426566857493,978.7436917447263,125.34050938955343,458.49086632746713,1,332.0439818628238,226.23144244599172
162,87.87084603742451,5.49300955686401,23.439481106100498,58.71524386087934,1131.6739046858688,191.56076312920254,570.5148658938176,3,206.602144283788,276.22708372908176
163,91.58595579007404,5.99644349699357,21.194062740070773,37.48800863366322,1118.6138968348794,214.15654111597624,523.5317168484637,4,269.06429026751374,285.0027451777077
164,71.7931768164829,7.2802980770425325,16.490920648688807,34.674817231703365,996.695489122459,194.8971804685576,505.65076744292674,4,225.04676346232606,211.85809674872527
165,89.63376129244321,8.161081373136748,39.04691808045703,65.7943789169486,734.7803450939923,76.16039665614565,655.8349960141977,6,352.9144589049431,203.06944612637173
166,84.12780926936499,2.9698116163442627,24.381455401431445,43.88240360495415,1448.921585509096,225.0545004654386,566.2306142368302,8,270.87664175803184,167.90223260226577
167,88.2206015999449,3.3782849775793236,21.10787176227068,61.35947845943822,1261.8788455409704,275.9668175545322,430.9648133873711,5,303.79464103874267,235.55272491921252
168,98.96792982653947,2.4848442821707675,21.260849792456355,48.460023348021686,1108.4012237332447,205.83308755847517,491.4136099202238,11,306.20212117902844,310.8379119180543
169,77.5461188399713,4.531960281786037,24.959129517717813,48.38045183058672,887.0194327613544,148.44469733528683,492.4101214920339,9,310.29275849238866,283.30584188175266
170,72.4626383564251,5.932716748892669,19.86408031822323,54.38412699496645,982.9611757447053,174.34363768178585,508.0319572625212,5,155.36302307777225,306.1933247845963
171,71.10485570374476,6.974669033178204,34.63576627238672,41.1600114325356,918.4869355335225,288.49565338277966,752.4509276607495,4,318.056371831974,217.28149240128124
172,71.84189715034562,4.848097952714954,21.51810664142352,51.32497143495645,1189.5783908644582,245.49812704302792,537.0851892710997,3,272.57684680452707,241.83074909748376
173,79.22898290585896,4.360304953490312,20.547478146253788,46.185105851759076,1039.375433627775,232.00133091921646,296.40974298952244,12,342.29005945101676,154.71313971540752
174,83.41151974816644,5.303515984497481,19.101261040740237,36.795065565949685,882.3754212460251,217.8206291767188,445.7201028283035,5,310.1380634538132,300.39341770957606
175,82.7669079933002,3.329714196739954,21.47386463230393,53.37482074726399,929.3867351312826,166.94314439045138,306.7627912504191,12,331.584917337737,317.13707781367964
176,88.27183249036024,9.179077443389547,23.47451694174035,47.36692193122084,1168.1782213854858,189.97144096721158,467.02017429541604,4,263.5917549930851,196.67142221002445
177,80.13001891877907,1.7846779457638826,21.972134315296554,48.429751715552925,1240.0146770230717,196.10386321607422,301.26897702735715,5,243.5540693676622,331.2874712464153
178,94.53534077157317,5.369481157791449,22.920943218058714,37.89839056585842,1229.2497345229367,227.4787158032222,412.8409528931572,3,344.5174673657114,238.27553843983452
179,77.35343166762044,9.04721243845928,27.44022309554627,65.91400367762805,1113.5548097580966,275.44594471334517,347.927847036588,3,328.17022524520286,195.83619262054145
180,107.20169166589619,5.013599689119996,20.971363415327307,58.76714186386116,962.1062696796045,255.9169068396564,538.4160177967477,5,311.1107204007322,234.20295745770923
