Drug_ID,Drug_Type,Region,Marketing_Spend,Competitor_Count,Price_per_Unit,Doctor_Recommendation,Patient_Awareness_Score,Regulatory_Score,Monthly_Sales
DRG_158,Antihistamine,Asia,83786.0,6,59.23,82.67097759966707,3.15668481164066,79.81967998462308,17875
DRG_159,Antibiotic,South America,64726.0,5,22.6,92.74021555495939,1.2525123109620795,68.30141328732576,22512
DRG_160,Antidepressant,South America,45127.0,5,31.47,49.61857485476614,6.5550997184611255,90.35535101597563,15546
DRG_161,Antidepressant,Europe,12508.0,5,25.78,80.10231394990134,0.3979712733565255,76.16431246501249,12865
DRG_162,Antibiotic,Asia,84364.0,6,22.37,91.75962314915289,5.976823355234591,55.837395138439774,20346
DRG_163,Antihistamine,North America,29156.0,8,417.2,87.68993684241852,8.696958848516338,56.45325624145315,72936
DRG_164,Antibiotic,South America,25319.0,2,32.14,34.625071083138074,8.908321482896335,76.84295732513093,11525
DRG_165,Antidepressant,North America,65338.0,6,93.08,96.50335052106891,4.490377603699617,,24101
DRG_166,Painkiller,North America,86596.0,1,97.14,50.134115234357,4.593036882130738,65.41760608380994,24086
DRG_167,Antiviral,Asia,70764.0,4,59.27,47.13925289390691,0.7696918300801736,93.47705844296092,24770
DRG_168,Antidepressant,Asia,58458.0,3,18.59,24.994506182222427,6.707650254430357,88.20477932894397,26092
DRG_169,Antibiotic,South America,58921.0,9,40.58,58.89389232839064,8.212594203728456,62.39062214534535,31010
DRG_170,Antiviral,Asia,62801.0,3,80.78,28.721089251274297,2.4465505460471304,51.81703741581212,18219
DRG_171,Antibiotic,Asia,61383.0,6,39.9,39.88318567419408,4.213008816333646,55.09236325711914,20547
DRG_172,Antibiotic,Asia,54217.0,1,13.27,45.35540974138251,8.388393367652704,86.42469669237201,17917
DRG_173,Painkiller,North America,51563.0,6,57.89,84.70610587933473,8.77120467662288,59.98348690203233,20009
DRG_174,Antiviral,South America,49061.0,4,85.29,90.03909203167171,2.431799802642259,68.56354602526969,27664
DRG_175,Antiviral,Europe,38690.0,8,80.61,44.19730539691757,5.505706345413643,75.08495830032123,13274
DRG_176,Painkiller,North America,45789.0,9,21.64,88.69584969956591,1.9249315063582706,86.27340842250814,15694
DRG_177,Antidepressant,Asia,24605.0,4,68.91,88.57847498958328,1.0187876413955654,55.66156116295627,26885
DRG_178,Antibiotic,North America,48524.0,6,25.95,81.17207603078988,9.111205013919575,70.31832026387308,25100
DRG_179,Antihistamine,Asia,35171.0,1,25.73,31.735609121214523,8.205075042321091,74.25364545713477,18184
DRG_180,Antibiotic,Asia,33446.0,4,88.04,75.22582775205832,7.600349018031739,77.04135319857699,24272
DRG_181,Antibiotic,North America,,7,28.72,95.6019251664455,0.4876631881314042,90.91803206976084,21706
DRG_182,Antidepressant,South America,70880.0,1,30.01,74.60323830137256,8.437287927102574,58.58390975216085,27501
DRG_183,Antibiotic,Asia,63774.0,8,5.06,46.52934792862672,4.380440759053838,90.39157259133111,20372
DRG_184,Painkiller,South America,26442.0,6,87.71,60.0463453944665,3.423951232958596,84.64392138483261,25128
DRG_185,Painkiller,Europe,,5,80.3,71.65800346808429,5.4647636102537644,77.79354070994796,33210
DRG_186,Antiviral,Asia,64111.0,9,64.6,60.84563269828028,0.9135324272355583,84.9763935201286,22990
DRG_187,Antihistamine,South America,35262.0,2,76.28,29.596235338477584,7.566465493523989,,20246
DRG_188,Antibiotic,South America,46630.0,5,19.44,44.96512357216165,5.824350768882959,56.91987929840623,23612
DRG_189,Antibiotic,Europe,58250.0,6,48.54,84.1916824442906,1.8659009687316752,,18173
DRG_190,Antidepressant,South America,35474.0,7,38.37,88.91344368764139,,76.23361533428111,31939
DRG_191,Painkiller,South America,51580.0,5,13.91,30.98400261724562,1.8424865157267423,81.96874002713878,20900
DRG_192,Antihistamine,Europe,,9,51.18,96.19094019189797,0.5700238755193399,66.8999390514245,18635
DRG_193,Antiviral,Asia,40979.0,1,92.47,46.30580942788875,5.877984493716848,95.3433288669918,15821
DRG_194,Painkiller,South America,,7,8.81,72.9850990984576,8.403481775885082,79.36849342877885,25486
DRG_195,Antiviral,South America,26105.0,7,32.69,80.1460116765345,0.174982139873886,54.27012421454369,24335
DRG_196,Antidepressant,South America,56607.0,4,24.72,84.95569877103067,0.4900464497127355,72.49019953522144,17513
DRG_197,Antidepressant,North America,49705.0,9,27.62,95.65997617807442,5.727702766869458,87.81780273718172,22882
DRG_198,Antibiotic,Europe,58287.0,5,91.3,45.03356384230581,8.194956853860523,89.70672808661362,12457
DRG_199,Antihistamine,North America,53358.0,4,49.47,88.68051636412436,3.267388905686336,74.72985263818794,20924
DRG_200,Antiviral,Europe,70462.0,7,49.3,30.53495227489656,,94.73737854156505,22263
DRG_201,Painkiller,Asia,51878.0,4,77.25,76.40327250828742,5.963464974967759,63.38342185971488,28536
DRG_202,Antidepressant,Asia,43558.0,3,19.68,79.35821836111887,2.74212889124147,70.52993486191333,16145
DRG_203,Antibiotic,South America,51834.0,9,51.29,74.21785929610564,,94.92984552844851,13608
DRG_204,Antibiotic,Europe,58149.0,8,45.85,40.18517889081224,7.352285181015961,94.81283582357895,15522
DRG_205,Antiviral,Asia,50732.0,1,61.71,89.84345176121627,6.256499129414531,84.28563844123404,13317
DRG_206,Antidepressant,Europe,50608.0,7,99.96,33.5086770696316,5.807559990556591,92.949027356111,26683
DRG_207,Antihistamine,Asia,39470.0,9,78.1,24.290783321666467,7.416841289918231,54.438663347811634,27743
DRG_208,Antidepressant,North America,40056.0,8,42.8,77.39719924895297,6.752308375620375,93.24974881038881,21601
DRG_209,Antiviral,Asia,28960.0,8,83.62,58.0380572186187,2.0588198817832115,66.03099532751133,26106
DRG_210,Antiviral,North America,76243.0,6,21.22,87.92784159669408,3.524810469433511,58.916575621410814,20669
DRG_211,Antidepressant,Asia,31342.0,4,7.89,50.671771284660714,1.26110141678625,61.96849181710232,19524
DRG_212,Antiviral,South America,39606.0,8,24.42,33.462287080617024,1.2985701341788103,70.89842540069435,18334
DRG_213,Antidepressant,North America,39223.0,3,37.34,86.91537539758957,6.761957463565392,62.55960023022336,18448
DRG_214,Painkiller,Asia,63423.0,9,53.51,63.91277053120574,8.586001069824983,66.02837930082495,12260
DRG_215,Antidepressant,South America,45575.0,2,63.44,35.13566339122839,9.627325838611391,56.7489243035821,21321
DRG_216,Antidepressant,North America,68716.0,2,91.51,77.63071988691566,6.283471175494444,64.80883827794993,19798
DRG_217,Antiviral,South America,39897.0,7,53.44,60.88909107916004,1.8410132336095697,78.61419072710007,23726
DRG_218,Antiviral,Europe,54184.0,4,52.62,68.34503857922559,1.056503454489307,72.0926854045532,20467
DRG_219,Antibiotic,Europe,37469.0,8,9.77,56.871867056526554,8.128509715367578,67.33593806179556,19186
DRG_220,Antibiotic,North America,82177.0,9,8.32,86.29671870544051,5.787564763599993,87.3226064428557,15644
DRG_221,Painkiller,Asia,32186.0,7,57.36,86.36501725464399,6.1828502101371985,94.6754985696659,20360
DRG_222,Antibiotic,North America,54647.0,5,46.63,76.7511057459509,7.814620887547092,87.83946114511986,23691
DRG_223,Antidepressant,South America,59506.0,8,84.72,28.43211019171698,7.032772277324516,66.60003510588396,14283
DRG_224,Antiviral,Asia,56206.0,4,20.26,87.1083089523255,8.344582528560966,87.22210839187768,20437
DRG_225,Antibiotic,Europe,47220.0,2,7.37,73.68103844263278,,57.59900912370256,21165
DRG_226,Antibiotic,Asia,48052.0,6,47.66,75.76193328034395,7.475206367465049,56.51589940456454,16409
DRG_227,Painkiller,Europe,50657.0,9,27.56,49.03862723230973,8.508527573220954,67.28135185180795,17060
DRG_228,Painkiller,Asia,47794.0,1,9.71,90.34236449256053,2.8613504245831436,90.38511845220285,21153
DRG_229,Antidepressant,Asia,64458.0,7,73.84,78.0297280187886,6.404472739932529,62.31741236211509,14332
DRG_230,Antiviral,Asia,83157.0,9,15.6,29.007237322335556,3.141620638369721,53.16267044493398,21749
DRG_231,Painkiller,South America,41637.0,9,62.79,52.622242752493015,9.57971066482454,56.58547676031775,15523
DRG_232,Antibiotic,South America,29452.0,3,31.7,90.91042895681133,0.33423572435503757,92.93724842647902,25314
DRG_233,Antiviral,North America,48675.0,5,21.48,23.775736135790318,5.79792843832955,81.68916423736438,31689
DRG_234,Antiviral,North America,88695.0,8,41.08,96.91332957136396,1.6650354704951509,62.660058168498836,15696
DRG_235,Antibiotic,Europe,37944.0,8,81.14,74.33300546556502,7.122202051771587,77.76479126640906,22671
DRG_236,Painkiller,South America,74586.0,4,42.25,70.51007821147013,1.7589028341866209,76.37898112126751,16366
DRG_237,Antibiotic,Europe,75165.0,1,76.32,41.64474051903931,2.3538326189835757,82.77179892203307,25204
DRG_238,Antiviral,North America,41696.0,1,16.92,39.90334309913416,4.943708110457581,61.659377721080816,13673
DRG_239,Antihistamine,Europe,58534.0,4,78.41,95.36465755908763,9.14834949996878,93.22014935971988,22402
DRG_240,Antihistamine,North America,74425.0,6,27.51,43.86179633872982,2.1171437214797084,65.46842810400064,15635
DRG_241,Antidepressant,South America,44313.0,8,69.35,82.04042373751994,1.4424002111810352,84.70658269881184,18965
DRG_242,Antibiotic,Asia,46946.0,6,58.75,51.44974385656633,7.589768318540306,,14844
DRG_243,Antibiotic,South America,41274.0,9,93.27,31.14032566277632,5.00619532333931,68.63285649470737,24111
DRG_244,Antidepressant,Europe,34778.0,9,41.8,20.857223815628714,9.117851123817713,67.58549089794042,15815
DRG_245,Antidepressant,Europe,40260.0,2,11.29,63.540586961220065,1.4661455715984228,77.17422142915072,22759
DRG_246,Antidepressant,South America,31640.0,1,6.82,98.06230548391461,6.4592789302303935,53.636813088859824,18279
DRG_247,Antiviral,South America,50511.0,2,83.55,49.53089550473636,2.3287914615181506,89.50656868630541,19427
DRG_248,Antibiotic,North America,38450.0,5,54.85,48.575386719443586,1.567604286516393,60.88904008837842,20738
DRG_249,Antiviral,Europe,53506.0,4,78.65,47.527329427955365,6.834294151572705,83.8518907441005,16190
DRG_250,Antidepressant,Europe,26661.0,4,27.27,61.64350698438867,5.9368461990873325,90.16060616220466,21051
DRG_251,Antibiotic,South America,54963.0,9,37.78,55.253190673943486,7.5482745836233125,78.09384781207565,27651
DRG_252,Antiviral,Asia,62502.0,8,7.86,90.39317013816115,3.0946257644618234,87.04416033609928,16109
DRG_253,Antiviral,Europe,20093.0,6,96.34,60.44166333787922,4.479716563821899,83.09301561075029,25859
DRG_254,Antidepressant,Asia,55610.0,1,68.45,60.62062705508551,4.054716763304185,67.77648985760038,27490
DRG_255,Antibiotic,South America,68415.0,2,93.65,31.069727577644528,9.840894639665143,90.44292695167826,15919
DRG_256,Antidepressant,South America,31855.0,6,30.22,98.61916327283087,2.922489567393879,64.7350684942764,12724
DRG_257,Antibiotic,North America,75088.0,2,63.09,39.99783126950638,2.9481723834676687,78.56064588757586,21509
DRG_258,Antihistamine,Europe,56285.0,5,69.46,25.86912539676821,3.545482088286074,87.26988695707698,17262
DRG_259,Painkiller,Asia,39424.0,5,35.17,73.05169991801671,5.645940812903215,68.94779549062538,29343
