timestamp,zone_id,machine_id,machine_type,operator_shift,temperature_C,vibration_level,sound_db,pressure_psi,runtime_minutes,power_consumed_kWh,machine_status
2025-06-01 00:19:00,Z2,M1019,Motor,Evening,56.08006410822798,2.1076899582506363,78.65704756876224,165.1230839662548,3119,5.84,OK
2025-06-01 00:20:00,Z1,M1020,Drill,Morning,55.05841294361815,2.6668350571011215,80.82090946940906,153.47755424604145,1854,5.36,OK
2025-06-01 00:21:00,Z1,M1021,Motor,Morning,,2.4380190482825284,81.76860539753375,166.56584493866373,267,5.7,Fail
2025-06-01 00:22:00,Z2,M1022,Conveyor,Morning,64.08773738731365,3.0803109459232516,73.98752352144528,123.6104421969812,2774,1.12,OK
2025-06-01 00:23:00,Z2,M1023,CNC,Night,32.10330670543638,4.457414344877081,82.64301245022656,174.17049586197146,2849,5.27,OK
2025-06-01 00:24:00,Z1,M1024,Conveyor,Morning,73.21071582009726,4.299626378181831,55.27026568936303,116.38535607466322,4349,1.21,OK
2025-06-01 00:25:00,Z1,M1025,CNC,Night,85.40326186073032,1.8459981238630512,82.13829607780097,158.96243452035912,4965,3.98,OK
2025-06-01 00:26:00,Z1,M1026,Motor,Night,55.95239188992275,2.954468817204526,71.58475234604958,150.89035852715062,2134,4.46,OK
2025-06-01 00:27:00,Z3,M1027,Conveyor,Morning,55.65953362323257,4.191144562439166,79.42705957041358,,5300,1.38,OK
2025-06-01 00:28:00,Z3,M1028,Motor,Night,62.35566370813007,4.553604761144259,69.80537819443309,151.72355145240124,5144,3.98,OK
2025-06-01 00:29:00,Z3,M1029,CNC,Morning,75.29078965440316,2.008264973018771,64.38644375937778,157.04966879265746,3459,0.79,Fail
2025-06-01 00:30:00,Z2,M1030,Drill,Evening,55.135594247741366,4.062246682200359,77.71763225053334,133.62810065105523,2269,2.11,OK
2025-06-01 00:31:00,Z3,M1031,Drill,Evening,74.00917749152605,3.4967197637815515,62.987755813430404,124.6894500289348,989,5.57,OK
2025-06-01 00:32:00,Z2,M1032,Conveyor,Evening,67.32742008679864,1.4010163296916065,71.80258057421834,162.30443508570994,4492,1.44,OK
2025-06-01 00:33:00,Z2,M1033,Motor,Evening,95.42417166007036,4.200236943878602,68.50056247116677,159.05787502902024,937,0.86,Warning
2025-06-01 00:34:00,Z3,M1034,Motor,Night,55.07006977256556,3.2273148126487032,73.59973969365218,155.6704772313511,439,2.94,OK
2025-06-01 00:35:00,Z2,M1035,Conveyor,Morning,30.359993284187496,0.38791409051021075,81.37767295677818,150.22104430887208,2358,5.18,OK
2025-06-01 00:36:00,Z3,M1036,Drill,Morning,38.50591318971729,2.559219658932946,71.08123771636407,135.83592457561008,2007,0.92,OK
2025-06-01 00:37:00,Z3,M1037,CNC,Morning,60.17892356100236,3.059786312377459,77.51662037930089,206.80453631661922,3345,2.46,OK
2025-06-01 00:38:00,Z1,M1038,Conveyor,Evening,75.41823141031128,2.0912632817736094,80.91476830581671,142.5417289937978,4130,5.45,Warning
2025-06-01 00:39:00,Z3,M1039,CNC,Evening,50.212362893689146,4.842342638247787,70.1419595936497,128.3721659132804,4816,1.15,OK
2025-06-01 00:40:00,Z1,M1040,Drill,Morning,56.536013251870045,4.896702736017158,70.25797177024718,151.36068188025334,3743,2.21,OK
2025-06-01 00:41:00,Z3,M1041,Motor,Evening,70.27264105997364,2.4262647616307325,85.95463121760169,145.47647384222205,518,4.78,OK
2025-06-01 00:42:00,Z3,M1042,Drill,Morning,45.52151098682314,2.2616617179693868,74.36489088177674,141.96217978958774,268,0.0,OK
2025-06-01 00:43:00,Z1,M1043,Conveyor,Morning,50.83095901207773,2.8031479899460185,79.073110345055,196.85690226514964,4733,5.08,Fail
2025-06-01 00:44:00,Z1,M1044,Motor,Morning,42.48409968584609,2.699879151289979,79.0124887388738,121.75630454988482,5444,1.11,Fail
2025-06-01 00:45:00,Z3,M1045,Conveyor,Morning,77.67342139323843,2.1112471592971156,65.41609915137617,150.93592671984266,5475,5.56,OK
2025-06-01 00:46:00,Z2,M1046,Conveyor,Morning,83.12509217694551,-2.563194913984937,68.91299299062403,123.4331743767872,4185,5.64,Warning
2025-06-01 00:47:00,Z1,M1047,Drill,Morning,36.308775157604096,5.632217813399421,78.00277890832017,136.4743807150993,5161,1.35,OK
2025-06-01 00:48:00,Z2,M1048,Conveyor,Morning,57.867217515176655,3.0006269456672134,58.46148090621085,193.4028987473758,1388,0.69,OK
2025-06-01 00:49:00,Z2,M1049,Drill,Evening,81.10888462597417,2.7325348321063854,73.30961906369261,157.03612639304734,1694,5.94,OK
2025-06-01 00:50:00,Z2,M1050,Motor,Morning,65.98042775433356,3.487753695077926,68.07772902085775,156.7342648797096,3273,3.15,OK
2025-06-01 00:51:00,Z1,M1051,Drill,Morning,52.66141150501358,2.879913377198865,83.88404913581323,126.51296929680365,1389,3.65,OK
2025-06-01 00:52:00,Z2,M1052,Motor,Evening,36.80756820583652,2.3545262330318257,77.7689236252396,139.38446103208045,3865,3.89,Fail
2025-06-01 00:53:00,Z1,M1053,Drill,Evening,77.29416827734296,1.491531020412076,84.52997037912542,195.57803803896257,3029,4.84,OK
2025-06-01 00:54:00,Z2,M1054,CNC,Evening,65.40772822416746,0.24208083525645607,74.68700293157318,162.4840561609228,2335,4.97,Warning
2025-06-01 00:55:00,Z3,M1055,CNC,Morning,37.905204183873664,0.9684316050684094,74.08888645786382,141.50712870892738,3674,1.57,OK
2025-06-01 00:56:00,Z3,M1056,Conveyor,Night,77.84836580812487,1.3249888999347794,72.56056384736348,161.01518142424848,4576,1.8,Warning
2025-06-01 00:57:00,Z1,M1057,Drill,Night,35.99394657363195,3.9763832370614534,70.97544480355926,156.69159658028022,500,5.32,OK
2025-06-01 00:58:00,Z3,M1058,Drill,Evening,56.69270768748883,4.0869347201465915,96.47725071244788,129.0140086537031,1661,5.01,OK
2025-06-01 00:59:00,Z3,M1059,Motor,Night,56.03077944941806,1.6773013432998434,81.45735612634577,140.77979378694815,2099,3.9,OK
2025-06-01 01:00:00,Z2,M1060,Conveyor,Evening,,-0.9954812106560924,66.47049163250574,206.36340255269664,102,5.97,Warning
2025-06-01 01:01:00,Z1,M1061,Drill,Morning,56.084307121797714,3.0136810792528146,96.11447095329743,159.80006458616603,5543,4.54,OK
2025-06-01 01:02:00,Z2,M1062,Conveyor,Night,56.030359705489126,2.3676866765110223,71.76016051998181,110.77394971726143,2746,1.69,Warning
2025-06-01 01:03:00,Z2,M1063,CNC,Morning,39.553824826534594,2.330606269949803,77.56921600141484,162.75525370616026,3276,5.16,OK
2025-06-01 01:04:00,Z2,M1064,Drill,Night,50.394034814120914,4.433906213646547,82.51677897497493,182.57720682569865,3085,2.78,OK
2025-06-01 01:05:00,Z2,M1065,Drill,Morning,47.74056808679036,3.2079789382092785,62.696368583419996,127.39054549618182,5735,0.7,Warning
2025-06-01 01:06:00,Z2,M1066,Conveyor,Night,48.52166450992961,1.535430527219881,68.38138558680721,138.578942582913,3537,2.27,OK
2025-06-01 01:07:00,Z2,M1067,Drill,Morning,60.0942678733781,1.1903804490614256,88.18531859656552,186.34427387396295,1327,4.7,OK
2025-06-01 01:08:00,Z2,M1068,Conveyor,Morning,23.48735421236111,2.6060829645225656,73.20137069330883,150.87281172065576,2474,5.78,OK
2025-06-01 01:09:00,Z1,M1069,Drill,Night,37.34654631874653,1.6403808567155371,82.98936093408697,146.42804443021777,1679,2.02,Warning
2025-06-01 01:10:00,Z3,M1070,Motor,Morning,58.33471689589268,2.891403563958574,71.37225247482924,116.59854925303802,3746,1.86,OK
2025-06-01 01:11:00,Z2,M1071,Conveyor,Morning,61.81882024655897,4.539213066602949,74.23952315610526,176.76415771202167,5684,3.6,Warning
2025-06-01 01:12:00,Z2,M1072,Drill,Morning,56.49850802034157,0.9303263826008248,89.282054928612,145.28827408123433,2562,4.96,OK
2025-06-01 01:13:00,Z2,M1073,CNC,Night,59.38808265322558,3.131669152213453,78.50009793838419,95.72542662108077,4163,4.61,Fail
2025-06-01 01:14:00,Z2,M1074,Drill,Night,53.863250795171226,4.372574974004085,72.24121786455201,110.68406213084364,3317,3.58,Fail
2025-06-01 01:15:00,Z2,M1075,CNC,Morning,59.72243095155506,2.8707189962728368,69.53309231357721,135.96048462043257,2436,3.97,OK
2025-06-01 01:16:00,Z2,M1076,CNC,Morning,66.51213330393324,4.082371342676479,70.26499686069437,123.1789426709341,5769,1.83,OK
2025-06-01 01:17:00,Z3,M1077,Motor,Night,66.40700593031491,2.5690912618268067,84.93248024589673,127.10095615750053,307,2.88,OK
2025-06-01 01:18:00,Z3,M1078,Conveyor,Night,49.66562382812256,3.2562421191354556,81.12398646911136,208.61674738258577,3996,1.9,OK
2025-06-01 01:19:00,Z2,M1079,Drill,Morning,73.72642109374425,3.6611773985132645,65.81058694341127,167.6880753416526,5471,5.36,OK
2025-06-01 01:20:00,Z3,M1080,Motor,Morning,62.356630417549795,2.1419963426052977,75.69742845496563,85.56637442514142,5918,1.12,OK
2025-06-01 01:21:00,Z1,M1081,Drill,Morning,78.48320934509654,5.986014025784999,74.46546822555196,142.14195221948745,1089,4.24,OK
2025-06-01 01:22:00,Z2,M1082,CNC,Evening,81.49308646900623,3.8663702704978826,77.52874215654636,147.7626648161533,4555,1.93,OK
2025-06-01 01:23:00,Z1,M1083,Conveyor,Night,38.35909917940131,4.9544782480753815,70.17143104686905,113.07665165158414,2394,3.12,OK
2025-06-01 01:24:00,Z1,M1084,Drill,Evening,47.114586916969365,4.606535919541152,83.78244489319539,163.35965763839857,4004,2.15,OK
2025-06-01 01:25:00,Z2,M1085,Drill,Night,72.20322059955825,3.490933903925117,74.9892857817118,98.96526687150202,666,2.28,Fail
2025-06-01 01:26:00,Z3,M1086,CNC,Night,35.02661369806579,5.078684133539712,77.98749214068327,177.42367394425926,5718,1.93,OK
2025-06-01 01:27:00,Z1,M1087,Drill,Night,81.3026544404006,3.281872066787876,68.72247820708547,186.03824954307208,5152,4.64,OK
2025-06-01 01:28:00,Z2,M1088,Drill,Night,54.84176707781006,1.9053370752384557,69.12549489863551,208.81462697392507,4163,2.51,OK
2025-06-01 01:29:00,Z1,M1089,CNC,Night,68.62549552663528,3.022228847344445,96.2600888741352,110.64176864417718,2234,4.49,Warning
2025-06-01 01:30:00,Z1,M1090,Motor,Night,58.25414005708836,1.490749631377303,89.40063961941347,115.7275660374966,1236,3.01,Warning
2025-06-01 01:31:00,Z1,M1091,CNC,Night,,-0.15255649216470335,74.4425506969367,167.31680085631828,1623,3.51,Warning
2025-06-01 01:32:00,Z1,M1092,Motor,Evening,75.83316903197962,1.721186635411462,87.26403160581552,179.56700137664944,1374,3.49,Fail
2025-06-01 01:33:00,Z3,M1093,Conveyor,Morning,101.26084545805995,3.109322299456312,84.70190011409943,170.2238165339643,3311,5.87,OK
2025-06-01 01:34:00,Z1,M1094,Motor,Morning,52.27487585466462,4.592887178232122,69.99831176760688,,176,2.52,Warning
2025-06-01 01:35:00,Z1,M1095,Motor,Evening,55.16462173732136,1.7167211931354684,69.20053438878291,184.42068404912584,5684,1.64,OK
2025-06-01 01:36:00,Z1,M1096,Conveyor,Evening,20.263506850994105,4.515243680290732,80.34941300281054,155.0562598882308,1353,5.51,OK
2025-06-01 01:37:00,Z3,M1097,Motor,Evening,80.2725435518418,1.1839755212896845,77.08048510490258,144.68625216448518,2928,1.46,Fail
2025-06-01 01:38:00,Z1,M1098,CNC,Evening,73.67647984263004,1.6207163007908247,71.78396306929024,115.7955698018649,625,5.09,OK
2025-06-01 01:39:00,Z1,M1099,Motor,Night,33.99924206917629,5.173734905094678,80.7698123499899,142.54736486960505,2654,1.33,OK
2025-06-01 01:40:00,Z3,M1100,Conveyor,Morning,29.026718069296706,3.0714315299437436,63.46013659525643,146.3777899417276,3608,4.12,OK
2025-06-01 01:41:00,Z3,M1101,CNC,Night,30.761530752521022,2.739567082073035,75.92001222281965,126.25788566689363,3715,1.33,OK
2025-06-01 01:42:00,Z3,M1102,Conveyor,Morning,69.67753688059227,3.35291998486174,65.08861077149795,149.0443949710734,4274,5.58,OK
2025-06-01 01:43:00,Z1,M1103,Conveyor,Morning,71.17487129421123,1.1903951239229313,65.35206925179949,123.44052582301293,394,3.61,OK
2025-06-01 01:44:00,Z3,M1104,Drill,Evening,46.14999083446818,2.5037278071392666,69.34588168278074,177.83330840867924,1168,2.31,OK
2025-06-01 01:45:00,Z3,M1105,Drill,Night,67.48890047074198,3.0039917371898275,77.90629821075191,160.645611729479,4971,1.27,OK
2025-06-01 01:46:00,Z1,M1106,Conveyor,Evening,62.383156814867284,4.8470714042691485,69.59810392892295,138.50990777904215,5057,2.54,Warning
2025-06-01 01:47:00,Z3,M1107,Conveyor,Night,54.49095439718672,0.4943742910478983,65.25513113639694,154.72101519565211,197,4.38,OK
2025-06-01 01:48:00,Z1,M1108,Conveyor,Morning,74.5529524002795,5.644485473063656,78.81799362141557,122.37275594104625,968,2.62,OK
2025-06-01 01:49:00,Z2,M1109,Drill,Evening,41.925965981579424,2.8130283925124355,86.94197635552828,124.90768092201841,3908,1.85,Warning
2025-06-01 01:50:00,Z3,M1110,Drill,Evening,77.21308820390843,1.3341656265494863,80.1108034736161,134.15363404306945,3155,3.68,Warning
2025-06-01 01:51:00,Z2,M1111,Motor,Morning,49.07217668978471,1.062547925798413,89.41438979674916,145.20179823977247,4764,2.8,OK
2025-06-01 01:52:00,Z1,M1112,Motor,Morning,86.72305022950567,3.409723975506309,86.2734271488207,153.5300453122256,2504,1.41,OK
2025-06-01 01:53:00,Z3,M1113,Conveyor,Morning,44.920409647778,0.9791857798972115,71.10057429992051,153.62890917240014,1276,1.35,Warning
2025-06-01 01:54:00,Z1,M1114,CNC,Evening,54.72641882099809,2.1598146823603517,80.05727855491288,117.0305583375675,4167,4.39,Warning
2025-06-01 01:55:00,Z2,M1115,CNC,Night,60.8788070631353,2.6251454086833026,74.26695365155875,147.98177792769604,4318,5.86,OK
2025-06-01 01:56:00,Z1,M1116,Drill,Evening,60.78477821733725,4.715513609107239,83.49679824958447,129.54861698546114,1269,1.78,OK
2025-06-01 01:57:00,Z3,M1117,Drill,Night,67.36242750927143,4.52768018889596,74.26550754189144,64.77583156373416,1364,4.75,OK
2025-06-01 01:58:00,Z3,M1118,Drill,Evening,40.714763726299836,2.035511414821561,68.69042792632587,226.88963828807374,923,0.98,OK
2025-06-01 01:59:00,Z2,M1119,Conveyor,Evening,59.44031387630047,2.680975244668617,85.98724753880204,130.0337318511772,470,2.6,OK
2025-06-01 02:00:00,Z1,M1120,CNC,Morning,62.071975596040815,0.6069226497363815,77.54236440578696,131.42119614637986,3016,3.29,OK
2025-06-01 02:01:00,Z3,M1121,Motor,Night,52.083926639578095,-0.058643269865580105,69.69176262952615,116.3390969409852,2054,1.98,OK
2025-06-01 02:02:00,Z2,M1122,Conveyor,Evening,66.06087926189126,1.1564213286110705,71.01018959940941,123.56267613257066,4283,3.41,OK
2025-06-01 02:03:00,Z3,M1123,Motor,Evening,39.804451297683286,4.6846460419887155,69.64063484449213,145.2831921271471,2051,5.35,OK
2025-06-01 02:04:00,Z3,M1124,Motor,Morning,55.103191664239745,4.17012108333219,66.98602053832226,183.7953331030007,5764,5.69,Warning
2025-06-01 02:05:00,Z1,M1125,Conveyor,Morning,48.70223813394501,3.575154393894921,71.17987726205159,145.141283211308,2954,1.05,OK
2025-06-01 02:06:00,Z3,M1126,Motor,Night,55.14853605676471,0.8135632700691344,77.98416970984965,141.91094226913313,1148,2.0,OK
2025-06-01 02:07:00,Z1,M1127,CNC,Evening,81.70553189881805,1.9325106339132818,75.51248536148944,180.00684942553468,3086,5.89,Warning
2025-06-01 02:08:00,Z3,M1128,Motor,Night,81.996835892361,1.7132684577320676,71.49426450894273,136.89008673662292,959,1.99,OK
2025-06-01 02:09:00,Z2,M1129,CNC,Evening,79.05624690871831,2.7510024440691563,86.9640597503778,150.52873488939164,629,4.31,OK
2025-06-01 02:10:00,Z3,M1130,CNC,Night,53.06614079878723,2.656419665051826,58.91493220896289,126.96074836967547,774,1.89,OK
2025-06-01 02:11:00,Z1,M1131,CNC,Morning,73.6142741520031,1.4970647149562573,77.44908732124568,192.12833752381425,359,2.46,OK
2025-06-01 02:12:00,Z1,M1132,Drill,Evening,61.68543190388706,3.5238252118478153,73.85792596145924,176.21275600089615,517,1.55,Warning
2025-06-01 02:13:00,Z2,M1133,Motor,Night,60.68384555254513,3.3434195703063585,67.23855016162815,146.17531576166584,1343,5.21,OK
2025-06-01 02:14:00,Z3,M1134,Conveyor,Morning,58.83957978571246,1.9067653513605802,77.91563476630174,140.01391795323184,1969,5.35,OK
2025-06-01 02:15:00,Z3,M1135,Conveyor,Morning,86.37626786068688,3.456417587448797,73.24201430111076,149.20401358408154,5016,2.13,OK
2025-06-01 02:16:00,Z2,M1136,Motor,Night,80.48757908334696,4.686428052495781,84.97658772971116,146.54043553473,3227,5.03,OK
2025-06-01 02:17:00,Z3,M1137,Drill,Evening,71.17344627670646,5.142091165684869,81.94452193929173,111.32950836693317,2899,2.47,Warning
2025-06-01 02:18:00,Z3,M1138,Drill,Evening,57.4454855173406,3.7359932349147886,90.24904589099188,177.06668628563438,934,1.04,OK
2025-06-01 02:19:00,Z1,M1139,CNC,Morning,60.593411373818434,3.691901915114034,71.13345655588806,144.32155549389034,1986,4.67,OK
2025-06-01 02:20:00,Z3,M1140,Motor,Evening,67.95849906806602,2.639791628963533,86.17243591798012,197.45850940115363,4996,3.78,OK
2025-06-01 02:21:00,Z3,M1141,Motor,Evening,52.17586632218966,4.544569343302738,65.67316185587663,160.54539276906456,5824,2.01,OK
2025-06-01 02:22:00,Z2,M1142,Conveyor,Evening,74.07473573946756,1.3944728229903194,74.11490800579537,86.97283374675769,5465,1.89,OK
2025-06-01 02:23:00,Z2,M1143,Motor,Morning,46.1813233283564,4.370775215112247,71.27802357892583,117.95941375377373,5314,5.87,OK
2025-06-01 02:24:00,Z1,M1144,Drill,Night,,2.568592898728796,79.81956330327527,96.34862233204348,376,5.24,OK
2025-06-01 02:25:00,Z3,M1145,Motor,Evening,25.654266753110555,5.236405240802594,79.62620638594842,117.64879864202754,3560,4.95,OK
2025-06-01 02:26:00,Z3,M1146,Conveyor,Morning,51.74072210096805,3.8823096105601116,67.79504325417622,109.1599581452655,1774,1.2,OK
2025-06-01 02:27:00,Z3,M1147,CNC,Morning,91.16515699379165,2.8982006533903495,80.26553739187533,156.314187259546,1505,4.65,OK
2025-06-01 02:28:00,Z1,M1148,Conveyor,Night,75.54287241587866,2.64526852664359,71.95608733724886,142.09786645984312,5363,1.68,OK
2025-06-01 02:29:00,Z1,M1149,Conveyor,Evening,83.03202674901786,3.788419281672655,68.46562112038644,168.51349795072224,2654,5.88,Warning
2025-06-01 02:30:00,Z2,M1150,CNC,Evening,49.99038498968427,3.715686521529083,74.90574910286138,149.04751043315096,1010,0.79,OK
2025-06-01 02:31:00,Z1,M1151,Conveyor,Night,61.55659255200654,2.402485493249208,63.18524670909986,143.99227329637912,5290,2.44,OK
2025-06-01 02:32:00,Z3,M1152,Conveyor,Night,79.22988379641457,3.1377536374025197,82.45045079991017,200.0801737317336,3477,2.86,OK
2025-06-01 02:33:00,Z3,M1153,Motor,Morning,69.49642402058066,4.344585131022903,74.55503351646624,155.57056584646256,1230,5.03,OK
2025-06-01 02:34:00,Z1,M1154,Motor,Morning,67.62848816037479,0.9549656131796254,74.73003502561568,147.98721206243565,1177,4.71,OK
2025-06-01 02:35:00,Z3,M1155,CNC,Night,84.45872955495093,4.08881733083057,74.30266698330794,128.66397699829892,3857,2.56,OK
2025-06-01 02:36:00,Z3,M1156,Motor,Evening,44.39317551579108,3.7818218675390307,88.17480069353427,120.60216210825931,2095,3.61,OK
2025-06-01 02:37:00,Z1,M1157,Motor,Morning,57.236429408317456,4.779971213342236,87.15102151063857,169.26252545980253,1672,5.1,OK
2025-06-01 02:38:00,Z1,M1158,Conveyor,Morning,33.68871655995969,1.9265194480451433,85.8060887471935,167.7673999458715,1928,0.6,Warning
2025-06-01 02:39:00,Z3,M1159,Drill,Evening,43.573409220965985,3.0085741291393364,74.31966684592929,189.28946847372498,3839,4.91,Warning
2025-06-01 02:40:00,Z3,M1160,Motor,Morning,76.11278088268456,3.307602564007343,66.0750007000805,161.97278983257038,3178,5.71,OK
2025-06-01 02:41:00,Z3,M1161,Drill,Evening,46.23976100711815,4.108194775800353,74.87216445692869,140.17242906401137,4268,0.68,OK
2025-06-01 02:42:00,Z2,M1162,Motor,Evening,71.03286381187645,3.6436753937415003,77.51520336581746,162.77525696925792,2553,0.75,OK
2025-06-01 02:43:00,Z2,M1163,Motor,Evening,84.87727562952121,1.1406673517815882,81.50088243114622,147.9924849449015,2445,2.39,OK
2025-06-01 02:44:00,Z2,M1164,CNC,Night,57.33092737512092,3.4365660492924692,77.48946192880194,300.0,4389,0.98,Fail
2025-06-01 02:45:00,Z1,M1165,CNC,Night,67.7979515969972,6.006343161405612,66.78804579048331,183.3582956713011,551,3.14,OK
2025-06-01 02:46:00,Z2,M1166,CNC,Night,71.1496819431438,3.9176363639419725,70.71667623727825,145.7860913404053,5566,4.51,OK
2025-06-01 02:47:00,Z1,M1167,Drill,Evening,41.677574054001525,5.4570704168049,69.99090775000862,193.93274099536848,2897,3.62,OK
2025-06-01 02:48:00,Z1,M1168,Conveyor,Evening,50.753214820484295,4.564592065942218,79.31242440324657,179.708681690538,1039,1.58,OK
2025-06-01 02:49:00,Z2,M1169,Motor,Night,44.945081824922966,5.0436029031576135,79.50877962591974,150.44210848577677,5758,4.1,OK
2025-06-01 02:50:00,Z2,M1170,Motor,Morning,51.94915334875457,3.4649529914770576,80.55705510464696,166.76858187644845,884,4.27,OK
2025-06-01 02:51:00,Z2,M1171,Motor,Evening,70.74166047121649,3.7827676644181754,77.40828683737882,157.6374221745046,5468,5.63,OK
2025-06-01 02:52:00,Z3,M1172,Drill,Morning,51.072049035865625,3.383276634962062,58.52640392185084,150.54984982010734,3051,1.31,OK
2025-06-01 02:53:00,Z2,M1173,CNC,Morning,59.472701596022745,3.006511297574284,61.19312257380153,197.82862641182527,5322,4.31,OK
2025-06-01 02:54:00,Z3,M1174,Conveyor,Evening,44.36307574603147,4.113292470103657,73.87849894928287,162.94011152476727,4229,5.51,OK
2025-06-01 02:55:00,Z1,M1175,Drill,Evening,78.39633246800554,2.2184970914891986,75.78462336373114,128.97579098422352,4866,3.26,OK
2025-06-01 02:56:00,Z3,M1176,CNC,Morning,51.82335014664994,5.82807347402195,85.02932469722383,124.30075807678479,3597,2.49,OK
2025-06-01 02:57:00,Z2,M1177,Drill,Morning,,,75.62236118396025,125.32257698869431,2555,1.44,OK
2025-06-01 02:58:00,Z1,M1178,Conveyor,Night,60.9139364077404,4.217082179875738,67.19240535312282,162.23761252295432,1089,5.27,OK
2025-06-01 02:59:00,Z1,M1179,CNC,Night,38.89500633055381,5.068007125955383,80.29731846221895,141.46215819202357,4575,2.67,OK
2025-06-01 03:00:00,Z1,M1180,Drill,Evening,57.43459880181563,2.7350673690593954,74.86198645708606,158.33234291531943,4958,5.59,Warning
2025-06-01 03:01:00,Z3,M1181,Conveyor,Night,44.058347588007535,1.3305340332927544,71.78356171572771,173.4099071240343,458,20.0,OK
2025-06-01 03:02:00,Z2,M1182,Motor,Night,68.8402406606723,,62.083204736239125,200.7178382608072,4721,2.57,OK
2025-06-01 03:03:00,Z1,M1183,Conveyor,Night,56.079558265097006,3.3050929650753824,75.68149606488986,142.03816915779106,4254,3.66,OK
2025-06-01 03:04:00,Z1,M1184,Motor,Night,62.448153825410316,4.219974108902615,76.83054328783568,114.78623481666924,5373,0.65,OK
2025-06-01 03:05:00,Z1,M1185,Drill,Morning,54.459703349301556,2.835818101744024,67.0308295671516,194.81005163326816,2007,1.95,OK
2025-06-01 03:06:00,Z3,M1186,CNC,Evening,51.66986544205012,5.597887023483596,80.95486230565021,113.57247944202322,1920,4.41,OK
2025-06-01 03:07:00,Z3,M1187,CNC,Night,45.39566985576559,-0.17551207830952276,80.23837438920786,112.5892823136052,5035,4.23,Fail
2025-06-01 03:08:00,Z2,M1188,Drill,Morning,72.54334405232294,3.564266326925602,75.39130065914381,194.16125649917245,5668,2.44,OK
2025-06-01 03:09:00,Z3,M1189,CNC,Morning,57.40270347300453,5.0126242256273965,75.09378286353633,176.655788193437,4527,4.95,OK
2025-06-01 03:10:00,Z1,M1190,CNC,Morning,55.27963659452424,3.158008567244094,82.568301973314,162.12100853065454,5146,1.8,OK
2025-06-01 03:11:00,Z2,M1191,Motor,Night,57.0267915233676,3.453538039525367,77.94024295024825,148.75197506366317,1003,3.04,OK
2025-06-01 03:12:00,Z1,M1192,Drill,Night,49.81707309771338,2.348982281149487,69.38195640841312,144.01989956511864,3083,3.1,Warning
2025-06-01 03:13:00,Z1,M1193,Conveyor,Evening,55.32972859835962,3.0310327617999264,73.41881373119882,133.72934937514154,2114,2.37,OK
